name,type,L,s,apx,apy,subsystem,dtype,system,inst,device,desc
LS1_CA01:CAV1_D1127,CAV,0.24,112.71008196,0.036,0.036,CA01,CAV_B04,LS1,D1127,CAV1,b04 resonator
LS1_CA01:BLM_D1128,BLM,0.0,112.80176346,0.036,0.036,CA01,NONE,LS1,NONE,BLM,outside loss monitor
DRIFT,DRIFT,0.0681915,112.87833696,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CA01:BPM_D1129,BPM,0.0,112.89827346,0.04,0.04,CA01,BPM6,LS1,D1129,BPM,"position monitor, BPMc"
DRIFT,DRIFT,0.05588,112.92621346,0.04,0.04,NONE,NONE,NONE,NONE,NONE,BPM-box
DRIFT,DRIFT,0.1032065,113.01825671,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-entry
LS1_CA01:SOL1_D1132,SOLCOR,0.2,113.15735996,0.04,0.04,CA01,SOL_S1,LS1,D1132,SOL1,solenoid+correctors
LS1_CA01:DCH_D1132,HCOR,0.0,113.15735996,0.04,0.04,CA01,S1,LS1,D1132,DCH,horiz. corrector magnet
LS1_CA01:DCV_D1132,VCOR,0.0,113.15735996,0.04,0.04,CA01,S1,LS1,D1132,DCV,vert. corrector magnet
DRIFT,DRIFT,0.1032065,113.29646321,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-exit
DRIFT,DRIFT,0.0711985,113.38200646,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CA01:CAV2_D1136,CAV,0.24,113.55176496,0.036,0.036,CA01,CAV_B04,LS1,D1136,CAV2,b04 resonator
DRIFT,DRIFT,0.393556,113.86854296,0.036,0.036,NONE,NONE,NONE,NONE,NONE,2 bellows + tube
LS1_CA01:CAV3_D1142,CAV,0.24,114.18532096,0.036,0.036,CA01,CAV_B04,LS1,D1142,CAV3,b04 resonator
LS1_CA01:BLM_D1143,BLM,0.0,114.27700246,0.036,0.036,CA01,NONE,LS1,NONE,BLM,outside loss monitor
DRIFT,DRIFT,0.0681915,114.35357596,0.036,0.036,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CA01:BPM_D1144,BPM,0.0,114.37351246,0.04,0.04,CA01,BPM6,LS1,D1144,BPM,"position monitor, BPMc"
DRIFT,DRIFT,0.05588,114.40145246,0.04,0.04,NONE,NONE,NONE,NONE,NONE,BPM-box
DRIFT,DRIFT,0.1032065,114.49349571,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-entry
LS1_CA01:SOL2_D1146,SOLCOR,0.2,114.63259896,0.04,0.04,CA01,SOL_S1,LS1,D1146,SOL2,solenoid+correctors
LS1_CA01:DCH_D1146,HCOR,0.0,114.63259896,0.04,0.04,CA01,S1,LS1,D1146,DCH,horiz. corrector magnet
LS1_CA01:DCV_D1146,VCOR,0.0,114.63259896,0.04,0.04,CA01,S1,LS1,D1146,DCV,vert. corrector magnet
DRIFT,DRIFT,0.1032065,114.77170221,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-exit
DRIFT,DRIFT,0.0711985,114.85724546,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CA01:CAV4_D1150,CAV,0.24,115.02700396,0.036,0.036,CA01,CAV_B04,LS1,D1150,CAV4,b04 resonator
DRIFT,DRIFT,0.1606825,115.24150446,0.036,0.036,NONE,NONE,NONE,NONE,NONE,bellows
LS1_CA01:GV_D1153,VALVE,0.057404,115.33638846,0.04,0.04,CA01,NONE,LS1,NONE,GV,gate valve
DRIFT,DRIFT,0.103502,115.41684146,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_WA01:BPM_D1155,BPM,0.0,115.46859246,0.04,0.04,WA01,BPM2,LS1,D1155,BPM,position monitor
DRIFT,DRIFT,0.145282,115.54123346,0.04,0.04,NONE,NONE,NONE,NONE,NONE,diagnostic box
LS1_WA01:BL_D1156,BL,0.0,115.61387446,0.04,0.04,WA01,LPMx,LS1,NONE,BL,bunch length monitor  (not costed)
DRIFT,DRIFT,0.0,115.61387446,0.04,0.04,NONE,NONE,NONE,NONE,NONE,diagnostic box
LS1_WA01:IP_D1156,PORT,0.0,115.61387446,0.04,0.04,WA01,IP_S,LS1,NONE,IP,"ion pump, 75 l/s"
DRIFT,DRIFT,0.131216,115.67948246,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CA02:GV_D1158,VALVE,0.057404,115.77379246,0.04,0.04,CA02,NONE,LS1,NONE,GV,gate valve
DRIFT,DRIFT,0.1606825,115.86867646,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellows
LS1_CA02:CAV1_D1161,CAV,0.24,116.08317696,0.036,0.036,CA02,CAV_B04,LS1,D1161,CAV1,b04 resonator
LS1_CA02:BLM_D1162,BLM,0.0,116.17485846,0.036,0.036,CA02,NONE,LS1,NONE,BLM,outside loss monitor
DRIFT,DRIFT,0.0681915,116.25143196,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CA02:BPM_D1163,BPM,0.0,116.27136846,0.04,0.04,CA02,BPM6,LS1,D1163,BPM,"position monitor, BPMc"
DRIFT,DRIFT,0.05588,116.29930846,0.04,0.04,NONE,NONE,NONE,NONE,NONE,BPM-box
DRIFT,DRIFT,0.1032065,116.39135171,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-entry
LS1_CA02:SOL1_D1165,SOLCOR,0.2,116.53045496,0.04,0.04,CA02,SOL_S1,LS1,D1165,SOL1,solenoid+correctors
LS1_CA02:DCH_D1165,HCOR,0.0,116.53045496,0.04,0.04,CA02,S1,LS1,D1165,DCH,horiz. corrector magnet
LS1_CA02:DCV_D1165,VCOR,0.0,116.53045496,0.04,0.04,CA02,S1,LS1,D1165,DCV,vert. corrector magnet
DRIFT,DRIFT,0.1032065,116.66955821,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-exit
DRIFT,DRIFT,0.0711985,116.75510146,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CA02:CAV2_D1169,CAV,0.24,116.92485996,0.036,0.036,CA02,CAV_B04,LS1,D1169,CAV2,b04 resonator
DRIFT,DRIFT,0.393556,117.24163796,0.036,0.036,NONE,NONE,NONE,NONE,NONE,2 bellows + tube
LS1_CA02:CAV3_D1176,CAV,0.24,117.55841596,0.036,0.036,CA02,CAV_B04,LS1,D1176,CAV3,b04 resonator
LS1_CA02:BLM_D1177,BLM,0.0,117.65009746,0.036,0.036,CA02,NONE,LS1,NONE,BLM,outside loss monitor
DRIFT,DRIFT,0.0681915,117.72667096,0.036,0.036,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CA02:BPM_D1177,BPM,0.0,117.74660746,0.04,0.04,CA02,BPM6,LS1,D1177,BPM,"position monitor, BPMc"
DRIFT,DRIFT,0.05588,117.77454746,0.04,0.04,NONE,NONE,NONE,NONE,NONE,BPM-box
DRIFT,DRIFT,0.1032065,117.86659071,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-entry
LS1_CA02:SOL2_D1180,SOLCOR,0.2,118.00569396,0.04,0.04,CA02,SOL_S1,LS1,D1180,SOL2,solenoid+correctors
LS1_CA02:DCH_D1180,HCOR,0.0,118.00569396,0.04,0.04,CA02,S1,LS1,D1180,DCH,horiz. corrector magnet
LS1_CA02:DCV_D1180,VCOR,0.0,118.00569396,0.04,0.04,CA02,S1,LS1,D1180,DCV,vert. corrector magnet
DRIFT,DRIFT,0.1032065,118.14479721,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-exit
DRIFT,DRIFT,0.0711985,118.23034046,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CA02:CAV4_D1184,CAV,0.24,118.40009896,0.036,0.036,CA02,CAV_B04,LS1,D1184,CAV4,b04 resonator
DRIFT,DRIFT,0.1606825,118.61459946,0.036,0.036,NONE,NONE,NONE,NONE,NONE,bellows
LS1_CA02:GV_D1187,VALVE,0.057404,118.70948346,0.04,0.04,CA02,NONE,LS1,NONE,GV,gate valve
DRIFT,DRIFT,0.103502,118.78993646,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_WA02:BPM_D1188,BPM,0.0,118.84168746,0.04,0.04,WA02,BPM2,LS1,D1188,BPM,position monitor
DRIFT,DRIFT,0.145282,118.91432846,0.04,0.04,NONE,NONE,NONE,NONE,NONE,diagnostic box
LS1_WA02:PORT_D1190,PORT,0.0,118.98696946,0.04,0.04,WA02,,LS1,NONE,PORT,port for future diagnostics
DRIFT,DRIFT,0.0,118.98696946,0.04,0.04,NONE,NONE,NONE,NONE,NONE,diagnostic box
LS1_WA02:IP_D1190,PORT,0.0,118.98696946,0.04,0.04,WA02,IP_S,LS1,NONE,IP,"ion pump, 75 l/s"
DRIFT,DRIFT,0.131216,119.05257746,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CA03:GV_D1191,VALVE,0.057404,119.14688746,0.04,0.04,CA03,NONE,LS1,NONE,GV,gate valve
DRIFT,DRIFT,0.1606825,119.24177146,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellows
LS1_CA03:CAV1_D1195,CAV,0.24,119.45627196,0.036,0.036,CA03,CAV_B04,LS1,D1195,CAV1,b04 resonator
LS1_CA03:BLM_D1195,BLM,0.0,119.54795346,0.036,0.036,CA03,NONE,LS1,NONE,BLM,outside loss monitor
DRIFT,DRIFT,0.0681915,119.62452696,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CA03:BPM_D1196,BPM,0.0,119.64446346,0.04,0.04,CA03,BPM6,LS1,D1196,BPM,"position monitor, BPMc"
DRIFT,DRIFT,0.05588,119.67240346,0.04,0.04,NONE,NONE,NONE,NONE,NONE,BPM-box
DRIFT,DRIFT,0.1032065,119.76444671,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-entry
LS1_CA03:SOL1_D1199,SOLCOR,0.2,119.90354996,0.04,0.04,CA03,SOL_S1,LS1,D1199,SOL1,solenoid+correctors
LS1_CA03:DCH_D1199,HCOR,0.0,119.90354996,0.04,0.04,CA03,S1,LS1,D1199,DCH,horiz. corrector magnet
LS1_CA03:DCV_D1199,VCOR,0.0,119.90354996,0.04,0.04,CA03,S1,LS1,D1199,DCV,vert. corrector magnet
DRIFT,DRIFT,0.1032065,120.04265321,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-exit
DRIFT,DRIFT,0.0711985,120.12819646,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CA03:CAV2_D1203,CAV,0.24,120.29795496,0.036,0.036,CA03,CAV_B04,LS1,D1203,CAV2,b04 resonator
DRIFT,DRIFT,0.393556,120.61473296,0.036,0.036,NONE,NONE,NONE,NONE,NONE,2 bellows + tube
LS1_CA03:CAV3_D1209,CAV,0.24,120.93151096,0.036,0.036,CA03,CAV_B04,LS1,D1209,CAV3,b04 resonator
LS1_CA03:BLM_D1210,BLM,0.0,121.02319246,0.036,0.036,CA03,NONE,LS1,NONE,BLM,outside loss monitor
DRIFT,DRIFT,0.0681915,121.09976596,0.036,0.036,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CA03:BPM_D1211,BPM,0.0,121.11970246,0.04,0.04,CA03,BPM6,LS1,D1211,BPM,"position monitor, BPMc"
DRIFT,DRIFT,0.05588,121.14764246,0.04,0.04,NONE,NONE,NONE,NONE,NONE,BPM-box
DRIFT,DRIFT,0.1032065,121.23968571,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-entry
LS1_CA03:SOL2_D1214,SOLCOR,0.2,121.37878896,0.04,0.04,CA03,SOL_S1,LS1,D1214,SOL2,solenoid+correctors
LS1_CA03:DCH_D1214,HCOR,0.0,121.37878896,0.04,0.04,CA03,S1,LS1,D1214,DCH,horiz. corrector magnet
LS1_CA03:DCV_D1214,VCOR,0.0,121.37878896,0.04,0.04,CA03,S1,LS1,D1214,DCV,vert. corrector magnet
DRIFT,DRIFT,0.1032065,121.51789221,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-exit
DRIFT,DRIFT,0.0711985,121.60343546,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CA03:CAV4_D1218,CAV,0.24,121.77319396,0.036,0.036,CA03,CAV_B04,LS1,D1218,CAV4,b04 resonator
DRIFT,DRIFT,0.1606825,121.98769446,0.036,0.036,NONE,NONE,NONE,NONE,NONE,bellows
LS1_CA03:GV_D1221,VALVE,0.057404,122.08257846,0.04,0.04,CA03,NONE,LS1,NONE,GV,gate valve
DRIFT,DRIFT,0.103502,122.16303146,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_WA03:BPM_D1222,BPM,0.0,122.21478246,0.04,0.04,WA03,BPM2,LS1,D1222,BPM,position monitor
DRIFT,DRIFT,0.145282,122.28742346,0.04,0.04,NONE,NONE,NONE,NONE,NONE,diagnostic box
LS1_WA03:PM_D1224,PM,0.0,122.36006446,0.04,0.04,WA03,PMx,LS1,D1224,PM,profile monitor  (not costed)
DRIFT,DRIFT,0.0,122.36006446,0.04,0.04,NONE,NONE,NONE,NONE,NONE,diagnostic box
LS1_WA03:IP_D1224,PORT,0.0,122.36006446,0.04,0.04,WA03,IP_S,LS1,NONE,IP,"ion pump, 75 l/s"
DRIFT,DRIFT,0.131216,122.42567246,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB01:GV_D1225,VALVE,0.057404,122.51998246,0.04,0.04,CB01,NONE,LS1,NONE,GV,gate valve
DRIFT,DRIFT,0.1899075,122.64318096,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellows
LS1_CB01:CAV1_D1229,CAV,0.3,122.88859196,0.034,0.034,CB01,CAV_B08,LS1,D1229,CAV1,b08 resonator
LS1_CB01:BLM_D1230,BLM,0.0,123.03767746,0.034,0.034,CB01,NONE,LS1,NONE,BLM,outside loss monitor
DRIFT,DRIFT,0.09559534,123.08684688,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB01:BPM_D1231,BPM,0.0,123.1341873,0.04,0.04,CB01,BPM6,LS1,D1231,BPM,"position monitor, BPMc"
DRIFT,DRIFT,0.05588,123.1621273,0.04,0.04,NONE,NONE,NONE,NONE,NONE,BPM-box
DRIFT,DRIFT,0.076136,123.2281353,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-entry
LS1_CB01:SOL1_D1235,SOLCOR,0.5,123.5162033,0.04,0.04,CB01,SOL_S2,LS1,D1235,SOL1,solenoid+correctors
LS1_CB01:DCH_D1235,HCOR,0.0,123.5162033,0.04,0.04,CB01,S2,LS1,D1235,DCH,horiz. corrector magnet
LS1_CB01:DCV_D1235,VCOR,0.0,123.5162033,0.04,0.04,CB01,S2,LS1,D1235,DCV,vert. corrector magnet
DRIFT,DRIFT,0.076136,123.8042713,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-exit
DRIFT,DRIFT,0.0986025,123.8911833,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB01:CAV2_D1241,CAV,0.3,124.0909418,0.034,0.034,CB01,CAV_B08,LS1,D1241,CAV2,b08 resonator
DRIFT,DRIFT,0.097688,124.2897858,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB01:CAV3_D1245,CAV,0.3,124.4886298,0.034,0.034,CB01,CAV_B08,LS1,D1245,CAV3,b08 resonator
DRIFT,DRIFT,0.097688,124.6874738,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB01:CAV4_D1249,CAV,0.3,124.8863178,0.034,0.034,CB01,CAV_B08,LS1,D1249,CAV4,b08 resonator
LS1_CB01:BLM_D1250,BLM,0.0,125.0354033,0.034,0.034,CB01,NONE,LS1,NONE,BLM,outside loss monitor
DRIFT,DRIFT,0.09559534,125.08457272,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB01:BPM_D1251,BPM,0.0,125.13191314,0.04,0.04,CB01,BPM6,LS1,D1251,BPM,"position monitor, BPMc"
DRIFT,DRIFT,0.05588,125.15985314,0.04,0.04,NONE,NONE,NONE,NONE,NONE,BPM-box
DRIFT,DRIFT,0.076136,125.22586114,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-entry
LS1_CB01:SOL2_D1255,SOLCOR,0.5,125.51392914,0.04,0.04,CB01,SOL_S2,LS1,D1255,SOL2,solenoid+correctors
LS1_CB01:DCH_D1255,HCOR,0.0,125.51392914,0.04,0.04,CB01,S2,LS1,D1255,DCH,horiz. corrector magnet
LS1_CB01:DCV_D1255,VCOR,0.0,125.51392914,0.04,0.04,CB01,S2,LS1,D1255,DCV,vert. corrector magnet
DRIFT,DRIFT,0.076136,125.80199714,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-exit
DRIFT,DRIFT,0.0986025,125.88890914,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB01:CAV5_D1261,CAV,0.3,126.08866764,0.034,0.034,CB01,CAV_B08,LS1,D1261,CAV5,b08 resonator
DRIFT,DRIFT,0.097688,126.28751164,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB01:CAV6_D1265,CAV,0.3,126.48635564,0.034,0.034,CB01,CAV_B08,LS1,D1265,CAV6,b08 resonator
DRIFT,DRIFT,0.097688,126.68519964,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB01:CAV7_D1269,CAV,0.3,126.88404364,0.034,0.034,CB01,CAV_B08,LS1,D1269,CAV7,b08 resonator
LS1_CB01:BLM_D1270,BLM,0.0,127.03312914,0.034,0.034,CB01,NONE,LS1,NONE,BLM,outside loss monitor
DRIFT,DRIFT,0.09559534,127.08229856,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB01:BPM_D1271,BPM,0.0,127.12963898,0.04,0.04,CB01,BPM6,LS1,D1271,BPM,"position monitor, BPMc"
DRIFT,DRIFT,0.05588,127.15757898,0.04,0.04,NONE,NONE,NONE,NONE,NONE,BPM-box
DRIFT,DRIFT,0.076136,127.22358698,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-entry
LS1_CB01:SOL3_D1275,SOLCOR,0.5,127.51165498,0.04,0.04,CB01,SOL_S2,LS1,D1275,SOL3,solenoid+correctors
LS1_CB01:DCH_D1275,HCOR,0.0,127.51165498,0.04,0.04,CB01,S2,LS1,D1275,DCH,horiz. corrector magnet
LS1_CB01:DCV_D1275,VCOR,0.0,127.51165498,0.04,0.04,CB01,S2,LS1,D1275,DCV,vert. corrector magnet
DRIFT,DRIFT,0.076136,127.79972298,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-exit
DRIFT,DRIFT,0.0986025,127.88663498,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB01:CAV8_D1281,CAV,0.3,128.08639348,0.034,0.034,CB01,CAV_B08,LS1,D1281,CAV8,b08 resonator
DRIFT,DRIFT,0.1899075,128.33180448,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellows
LS1_CB01:GV_D1285,VALVE,0.057404,128.45500298,0.04,0.04,CB01,NONE,LS1,NONE,GV,gate valve
DRIFT,DRIFT,0.103502,128.53545598,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_WB01:BPM_D1286,BPM,0.0,128.58720698,0.04,0.04,WB01,BPM2,LS1,D1286,BPM,position monitor
DRIFT,DRIFT,0.145282,128.65984798,0.04,0.04,NONE,NONE,NONE,NONE,NONE,diagnostic box
LS1_WB01:PM_D1287,PM,0.0,128.73248898,0.04,0.04,WB01,PMx,LS1,D1287,PM,profile monitor  (not costed)
DRIFT,DRIFT,0.0,128.73248898,0.04,0.04,NONE,NONE,NONE,NONE,NONE,diagnostic box
LS1_WB01:IP_D1287,PORT,0.0,128.73248898,0.04,0.04,WB01,IP_S,LS1,NONE,IP,"ion pump, 75 l/s"
DRIFT,DRIFT,0.131216,128.79809698,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB02:GV_D1289,VALVE,0.057404,128.89240698,0.04,0.04,CB02,NONE,LS1,NONE,GV,gate valve
DRIFT,DRIFT,0.1899075,129.01560548,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellows
LS1_CB02:CAV1_D1293,CAV,0.3,129.26101648,0.034,0.034,CB02,CAV_B08,LS1,D1293,CAV1,b08 resonator
LS1_CB02:BLM_D1294,BLM,0.0,129.41010198,0.034,0.034,CB02,NONE,LS1,NONE,BLM,outside loss monitor
DRIFT,DRIFT,0.09559534,129.4592714,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB02:BPM_D1295,BPM,0.0,129.50661182,0.04,0.04,CB02,BPM6,LS1,D1295,BPM,"position monitor, BPMc"
DRIFT,DRIFT,0.05588,129.53455182,0.04,0.04,NONE,NONE,NONE,NONE,NONE,BPM-box
DRIFT,DRIFT,0.076136,129.60055982,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-entry
LS1_CB02:SOL1_D1299,SOLCOR,0.5,129.88862782,0.04,0.04,CB02,SOL_S2,LS1,D1299,SOL1,solenoid+correctors
LS1_CB02:DCH_D1299,HCOR,0.0,129.88862782,0.04,0.04,CB02,S2,LS1,D1299,DCH,horiz. corrector magnet
LS1_CB02:DCV_D1299,VCOR,0.0,129.88862782,0.04,0.04,CB02,S2,LS1,D1299,DCV,vert. corrector magnet
DRIFT,DRIFT,0.076136,130.17669582,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-exit
DRIFT,DRIFT,0.0986025,130.26360782,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB02:CAV2_D1305,CAV,0.3,130.46336632,0.034,0.034,CB02,CAV_B08,LS1,D1305,CAV2,b08 resonator
DRIFT,DRIFT,0.097688,130.66221032,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB02:CAV3_D1309,CAV,0.3,130.86105432,0.034,0.034,CB02,CAV_B08,LS1,D1309,CAV3,b08 resonator
DRIFT,DRIFT,0.097688,131.05989832,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB02:CAV4_D1313,CAV,0.3,131.25874232,0.034,0.034,CB02,CAV_B08,LS1,D1313,CAV4,b08 resonator
LS1_CB02:BLM_D1314,BLM,0.0,131.40782782,0.034,0.034,CB02,NONE,LS1,NONE,BLM,outside loss monitor
DRIFT,DRIFT,0.09559534,131.45699724,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB02:BPM_D1315,BPM,0.0,131.50433766,0.04,0.04,CB02,BPM6,LS1,D1315,BPM,"position monitor, BPMc"
DRIFT,DRIFT,0.05588,131.53227766,0.04,0.04,NONE,NONE,NONE,NONE,NONE,BPM-box
DRIFT,DRIFT,0.076136,131.59828566,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-entry
LS1_CB02:SOL2_D1319,SOLCOR,0.5,131.88635366,0.04,0.04,CB02,SOL_S2,LS1,D1319,SOL2,solenoid+correctors
LS1_CB02:DCH_D1319,HCOR,0.0,131.88635366,0.04,0.04,CB02,S2,LS1,D1319,DCH,horiz. corrector magnet
LS1_CB02:DCV_D1319,VCOR,0.0,131.88635366,0.04,0.04,CB02,S2,LS1,D1319,DCV,vert. corrector magnet
DRIFT,DRIFT,0.076136,132.17442166,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-exit
DRIFT,DRIFT,0.0986025,132.26133366,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB02:CAV5_D1325,CAV,0.3,132.46109216,0.034,0.034,CB02,CAV_B08,LS1,D1325,CAV5,b08 resonator
DRIFT,DRIFT,0.097688,132.65993616,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB02:CAV6_D1329,CAV,0.3,132.85878016,0.034,0.034,CB02,CAV_B08,LS1,D1329,CAV6,b08 resonator
DRIFT,DRIFT,0.097688,133.05762416,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB02:CAV7_D1333,CAV,0.3,133.25646816,0.034,0.034,CB02,CAV_B08,LS1,D1333,CAV7,b08 resonator
LS1_CB02:BLM_D1334,BLM,0.0,133.40555366,0.034,0.034,CB02,NONE,LS1,NONE,BLM,outside loss monitor
DRIFT,DRIFT,0.09559534,133.45472308,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB02:BPM_D1335,BPM,0.0,133.5020635,0.04,0.04,CB02,BPM6,LS1,D1335,BPM,"position monitor, BPMc"
DRIFT,DRIFT,0.05588,133.5300035,0.04,0.04,NONE,NONE,NONE,NONE,NONE,BPM-box
DRIFT,DRIFT,0.076136,133.5960115,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-entry
LS1_CB02:SOL3_D1339,SOLCOR,0.5,133.8840795,0.04,0.04,CB02,SOL_S2,LS1,D1339,SOL3,solenoid+correctors
LS1_CB02:DCH_D1339,HCOR,0.0,133.8840795,0.04,0.04,CB02,S2,LS1,D1339,DCH,horiz. corrector magnet
LS1_CB02:DCV_D1339,VCOR,0.0,133.8840795,0.04,0.04,CB02,S2,LS1,D1339,DCV,vert. corrector magnet
DRIFT,DRIFT,0.076136,134.1721475,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-exit
DRIFT,DRIFT,0.0986025,134.2590595,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB02:CAV8_D1345,CAV,0.3,134.458818,0.034,0.034,CB02,CAV_B08,LS1,D1345,CAV8,b08 resonator
DRIFT,DRIFT,0.1899075,134.704229,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellows
LS1_CB02:GV_D1348,VALVE,0.057404,134.8274275,0.04,0.04,CB02,NONE,LS1,NONE,GV,gate valve
DRIFT,DRIFT,0.103502,134.9078805,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_WB02:BPM_D1350,BPM,0.0,134.9596315,0.04,0.04,WB02,BPM2,LS1,D1350,BPM,position monitor
DRIFT,DRIFT,0.145282,135.0322725,0.04,0.04,NONE,NONE,NONE,NONE,NONE,diagnostic box
LS1_WB02:PM_D1351,PM,0.0,135.1049135,0.04,0.04,WB02,PMx,LS1,D1351,PM,profile monitor  (not costed)
DRIFT,DRIFT,0.0,135.1049135,0.04,0.04,NONE,NONE,NONE,NONE,NONE,diagnostic box
LS1_WB02:IP_D1351,PORT,0.0,135.1049135,0.04,0.04,WB02,IP_S,LS1,NONE,IP,"ion pump, 75 l/s"
DRIFT,DRIFT,0.131216,135.1705215,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB03:GV_D1353,VALVE,0.057404,135.2648315,0.04,0.04,CB03,NONE,LS1,NONE,GV,gate valve
DRIFT,DRIFT,0.1899075,135.38803,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellows
LS1_CB03:CAV1_D1356,CAV,0.3,135.633441,0.034,0.034,CB03,CAV_B08,LS1,D1356,CAV1,b08 resonator
LS1_CB03:BLM_D1358,BLM,0.0,135.7825265,0.034,0.034,CB03,NONE,LS1,NONE,BLM,outside loss monitor
DRIFT,DRIFT,0.09559534,135.83169592,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB03:BPM_D1359,BPM,0.0,135.87903634,0.04,0.04,CB03,BPM6,LS1,D1359,BPM,"position monitor, BPMc"
DRIFT,DRIFT,0.05588,135.90697634,0.04,0.04,NONE,NONE,NONE,NONE,NONE,BPM-box
DRIFT,DRIFT,0.076136,135.97298434,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-entry
