s,name,pv_x,pv_y,pv_pha,pv_mag,pv_x_ref,pv_y_ref,pv_pha_ref,pv_mag_ref,pv_dx_ref,pv_dy_ref,pv_dpha_ref,pv_mag_ratio
475.239687,LS3_BTS:BPM_D4753,LS3_BTS:BPM_D4753:XPOS_RD,LS3_BTS:BPM_D4753:YPOS_RD,LS3_BTS:BPM_D4753:PHASE_RD,LS3_BTS:BPM_D4753:MAG_RD,LS3_BTS:BPM_D4753:XPOS_REF_RD,LS3_BTS:BPM_D4753:YPOS_REF_RD,LS3_BTS:BPM_D4753:PHASE_REF_RD,LS3_BTS:BPM_D4753:MAG_REF_RD,LS3_BTS:BPM_D4753:XPOS_DRDREF,LS3_BTS:BPM_D4753:YPOS_DRDREF,LS3_BTS:BPM_D4753:PHASE_DRDREF,LS3_BTS:BPM_D4753:MAG_RATIO
476.929124,LS3_BTS:BPM_D4769,LS3_BTS:BPM_D4769:XPOS_RD,LS3_BTS:BPM_D4769:YPOS_RD,LS3_BTS:BPM_D4769:PHASE_RD,LS3_BTS:BPM_D4769:MAG_RD,LS3_BTS:BPM_D4769:XPOS_REF_RD,LS3_BTS:BPM_D4769:YPOS_REF_RD,LS3_BTS:BPM_D4769:PHASE_REF_RD,LS3_BTS:BPM_D4769:MAG_REF_RD,LS3_BTS:BPM_D4769:XPOS_DRDREF,LS3_BTS:BPM_D4769:YPOS_DRDREF,LS3_BTS:BPM_D4769:PHASE_DRDREF,LS3_BTS:BPM_D4769:MAG_RATIO
484.29568700000004,LS3_BTS:BPM_D4843,LS3_BTS:BPM_D4843:XPOS_RD,LS3_BTS:BPM_D4843:YPOS_RD,LS3_BTS:BPM_D4843:PHASE_RD,LS3_BTS:BPM_D4843:MAG_RD,LS3_BTS:BPM_D4843:XPOS_REF_RD,LS3_BTS:BPM_D4843:YPOS_REF_RD,LS3_BTS:BPM_D4843:PHASE_REF_RD,LS3_BTS:BPM_D4843:MAG_REF_RD,LS3_BTS:BPM_D4843:XPOS_DRDREF,LS3_BTS:BPM_D4843:YPOS_DRDREF,LS3_BTS:BPM_D4843:PHASE_DRDREF,LS3_BTS:BPM_D4843:MAG_RATIO
488.63216,LS3_BTS:BPM_D4886,LS3_BTS:BPM_D4886:XPOS_RD,LS3_BTS:BPM_D4886:YPOS_RD,LS3_BTS:BPM_D4886:PHASE_RD,LS3_BTS:BPM_D4886:MAG_RD,LS3_BTS:BPM_D4886:XPOS_REF_RD,LS3_BTS:BPM_D4886:YPOS_REF_RD,LS3_BTS:BPM_D4886:PHASE_REF_RD,LS3_BTS:BPM_D4886:MAG_REF_RD,LS3_BTS:BPM_D4886:XPOS_DRDREF,LS3_BTS:BPM_D4886:YPOS_DRDREF,LS3_BTS:BPM_D4886:PHASE_DRDREF,LS3_BTS:BPM_D4886:MAG_RATIO
496.703687,LS3_BTS:BPM_D4968,LS3_BTS:BPM_D4968:XPOS_RD,LS3_BTS:BPM_D4968:YPOS_RD,LS3_BTS:BPM_D4968:PHASE_RD,LS3_BTS:BPM_D4968:MAG_RD,LS3_BTS:BPM_D4968:XPOS_REF_RD,LS3_BTS:BPM_D4968:YPOS_REF_RD,LS3_BTS:BPM_D4968:PHASE_REF_RD,LS3_BTS:BPM_D4968:MAG_REF_RD,LS3_BTS:BPM_D4968:XPOS_DRDREF,LS3_BTS:BPM_D4968:YPOS_DRDREF,LS3_BTS:BPM_D4968:PHASE_DRDREF,LS3_BTS:BPM_D4968:MAG_RATIO
501.040158,LS3_BTS:BPM_D5010,LS3_BTS:BPM_D5010:XPOS_RD,LS3_BTS:BPM_D5010:YPOS_RD,LS3_BTS:BPM_D5010:PHASE_RD,LS3_BTS:BPM_D5010:MAG_RD,LS3_BTS:BPM_D5010:XPOS_REF_RD,LS3_BTS:BPM_D5010:YPOS_REF_RD,LS3_BTS:BPM_D5010:PHASE_REF_RD,LS3_BTS:BPM_D5010:MAG_REF_RD,LS3_BTS:BPM_D5010:XPOS_DRDREF,LS3_BTS:BPM_D5010:YPOS_DRDREF,LS3_BTS:BPM_D5010:PHASE_DRDREF,LS3_BTS:BPM_D5010:MAG_RATIO
509.111687,LS3_BTS:BPM_D5092,LS3_BTS:BPM_D5092:XPOS_RD,LS3_BTS:BPM_D5092:YPOS_RD,LS3_BTS:BPM_D5092:PHASE_RD,LS3_BTS:BPM_D5092:MAG_RD,LS3_BTS:BPM_D5092:XPOS_REF_RD,LS3_BTS:BPM_D5092:YPOS_REF_RD,LS3_BTS:BPM_D5092:PHASE_REF_RD,LS3_BTS:BPM_D5092:MAG_REF_RD,LS3_BTS:BPM_D5092:XPOS_DRDREF,LS3_BTS:BPM_D5092:YPOS_DRDREF,LS3_BTS:BPM_D5092:PHASE_DRDREF,LS3_BTS:BPM_D5092:MAG_RATIO
513.448154,LS3_BTS:BPM_D5134,LS3_BTS:BPM_D5134:XPOS_RD,LS3_BTS:BPM_D5134:YPOS_RD,LS3_BTS:BPM_D5134:PHASE_RD,LS3_BTS:BPM_D5134:MAG_RD,LS3_BTS:BPM_D5134:XPOS_REF_RD,LS3_BTS:BPM_D5134:YPOS_REF_RD,LS3_BTS:BPM_D5134:PHASE_REF_RD,LS3_BTS:BPM_D5134:MAG_REF_RD,LS3_BTS:BPM_D5134:XPOS_DRDREF,LS3_BTS:BPM_D5134:YPOS_DRDREF,LS3_BTS:BPM_D5134:PHASE_DRDREF,LS3_BTS:BPM_D5134:MAG_RATIO
521.569686,LS3_BTS:BPM_D5216,LS3_BTS:BPM_D5216:XPOS_RD,LS3_BTS:BPM_D5216:YPOS_RD,LS3_BTS:BPM_D5216:PHASE_RD,LS3_BTS:BPM_D5216:MAG_RD,LS3_BTS:BPM_D5216:XPOS_REF_RD,LS3_BTS:BPM_D5216:YPOS_REF_RD,LS3_BTS:BPM_D5216:PHASE_REF_RD,LS3_BTS:BPM_D5216:MAG_REF_RD,LS3_BTS:BPM_D5216:XPOS_DRDREF,LS3_BTS:BPM_D5216:YPOS_DRDREF,LS3_BTS:BPM_D5216:PHASE_DRDREF,LS3_BTS:BPM_D5216:MAG_RATIO
525.856172,LS3_BTS:BPM_D5259,LS3_BTS:BPM_D5259:XPOS_RD,LS3_BTS:BPM_D5259:YPOS_RD,LS3_BTS:BPM_D5259:PHASE_RD,LS3_BTS:BPM_D5259:MAG_RD,LS3_BTS:BPM_D5259:XPOS_REF_RD,LS3_BTS:BPM_D5259:YPOS_REF_RD,LS3_BTS:BPM_D5259:PHASE_REF_RD,LS3_BTS:BPM_D5259:MAG_REF_RD,LS3_BTS:BPM_D5259:XPOS_DRDREF,LS3_BTS:BPM_D5259:YPOS_DRDREF,LS3_BTS:BPM_D5259:PHASE_DRDREF,LS3_BTS:BPM_D5259:MAG_RATIO
533.977698,LS3_BTS:BPM_D5340,LS3_BTS:BPM_D5340:XPOS_RD,LS3_BTS:BPM_D5340:YPOS_RD,LS3_BTS:BPM_D5340:PHASE_RD,LS3_BTS:BPM_D5340:MAG_RD,LS3_BTS:BPM_D5340:XPOS_REF_RD,LS3_BTS:BPM_D5340:YPOS_REF_RD,LS3_BTS:BPM_D5340:PHASE_REF_RD,LS3_BTS:BPM_D5340:MAG_REF_RD,LS3_BTS:BPM_D5340:XPOS_DRDREF,LS3_BTS:BPM_D5340:YPOS_DRDREF,LS3_BTS:BPM_D5340:PHASE_DRDREF,LS3_BTS:BPM_D5340:MAG_RATIO
538.12423,LS3_BTS:BPM_D5381,LS3_BTS:BPM_D5381:XPOS_RD,LS3_BTS:BPM_D5381:YPOS_RD,LS3_BTS:BPM_D5381:PHASE_RD,LS3_BTS:BPM_D5381:MAG_RD,LS3_BTS:BPM_D5381:XPOS_REF_RD,LS3_BTS:BPM_D5381:YPOS_REF_RD,LS3_BTS:BPM_D5381:PHASE_REF_RD,LS3_BTS:BPM_D5381:MAG_REF_RD,LS3_BTS:BPM_D5381:XPOS_DRDREF,LS3_BTS:BPM_D5381:YPOS_DRDREF,LS3_BTS:BPM_D5381:PHASE_DRDREF,LS3_BTS:BPM_D5381:MAG_RATIO
542.982687,LS3_BTS:BPM_D5430,LS3_BTS:BPM_D5430:XPOS_RD,LS3_BTS:BPM_D5430:YPOS_RD,LS3_BTS:BPM_D5430:PHASE_RD,LS3_BTS:BPM_D5430:MAG_RD,LS3_BTS:BPM_D5430:XPOS_REF_RD,LS3_BTS:BPM_D5430:YPOS_REF_RD,LS3_BTS:BPM_D5430:PHASE_REF_RD,LS3_BTS:BPM_D5430:MAG_REF_RD,LS3_BTS:BPM_D5430:XPOS_DRDREF,LS3_BTS:BPM_D5430:YPOS_DRDREF,LS3_BTS:BPM_D5430:PHASE_DRDREF,LS3_BTS:BPM_D5430:MAG_RATIO
544.467232,LS3_BTS:BPM_D5445,LS3_BTS:BPM_D5445:XPOS_RD,LS3_BTS:BPM_D5445:YPOS_RD,LS3_BTS:BPM_D5445:PHASE_RD,LS3_BTS:BPM_D5445:MAG_RD,LS3_BTS:BPM_D5445:XPOS_REF_RD,LS3_BTS:BPM_D5445:YPOS_REF_RD,LS3_BTS:BPM_D5445:PHASE_REF_RD,LS3_BTS:BPM_D5445:MAG_REF_RD,LS3_BTS:BPM_D5445:XPOS_DRDREF,LS3_BTS:BPM_D5445:YPOS_DRDREF,LS3_BTS:BPM_D5445:PHASE_DRDREF,LS3_BTS:BPM_D5445:MAG_RATIO
549.882683,BDS_BTS:BPM_D5499,BDS_BTS:BPM_D5499:XPOS_RD,BDS_BTS:BPM_D5499:YPOS_RD,BDS_BTS:BPM_D5499:PHASE_RD,BDS_BTS:BPM_D5499:MAG_RD,BDS_BTS:BPM_D5499:XPOS_REF_RD,BDS_BTS:BPM_D5499:YPOS_REF_RD,BDS_BTS:BPM_D5499:PHASE_REF_RD,BDS_BTS:BPM_D5499:MAG_REF_RD,BDS_BTS:BPM_D5499:XPOS_DRDREF,BDS_BTS:BPM_D5499:YPOS_DRDREF,BDS_BTS:BPM_D5499:PHASE_DRDREF,BDS_BTS:BPM_D5499:MAG_RATIO
551.264088,BDS_BTS:BPM_D5513,BDS_BTS:BPM_D5513:XPOS_RD,BDS_BTS:BPM_D5513:YPOS_RD,BDS_BTS:BPM_D5513:PHASE_RD,BDS_BTS:BPM_D5513:MAG_RD,BDS_BTS:BPM_D5513:XPOS_REF_RD,BDS_BTS:BPM_D5513:YPOS_REF_RD,BDS_BTS:BPM_D5513:PHASE_REF_RD,BDS_BTS:BPM_D5513:MAG_REF_RD,BDS_BTS:BPM_D5513:XPOS_DRDREF,BDS_BTS:BPM_D5513:YPOS_DRDREF,BDS_BTS:BPM_D5513:PHASE_DRDREF,BDS_BTS:BPM_D5513:MAG_RATIO
556.507855,BDS_BTS:BPM_D5565,BDS_BTS:BPM_D5565:XPOS_RD,BDS_BTS:BPM_D5565:YPOS_RD,BDS_BTS:BPM_D5565:PHASE_RD,BDS_BTS:BPM_D5565:MAG_RD,BDS_BTS:BPM_D5565:XPOS_REF_RD,BDS_BTS:BPM_D5565:YPOS_REF_RD,BDS_BTS:BPM_D5565:PHASE_REF_RD,BDS_BTS:BPM_D5565:MAG_REF_RD,BDS_BTS:BPM_D5565:XPOS_DRDREF,BDS_BTS:BPM_D5565:YPOS_DRDREF,BDS_BTS:BPM_D5565:PHASE_DRDREF,BDS_BTS:BPM_D5565:MAG_RATIO
562.3414130000001,BDS_BBS:BPM_D5625,BDS_BBS:BPM_D5625:XPOS_RD,BDS_BBS:BPM_D5625:YPOS_RD,BDS_BBS:BPM_D5625:PHASE_RD,BDS_BBS:BPM_D5625:MAG_RD,BDS_BBS:BPM_D5625:XPOS_REF_RD,BDS_BBS:BPM_D5625:YPOS_REF_RD,BDS_BBS:BPM_D5625:PHASE_REF_RD,BDS_BBS:BPM_D5625:MAG_REF_RD,BDS_BBS:BPM_D5625:XPOS_DRDREF,BDS_BBS:BPM_D5625:YPOS_DRDREF,BDS_BBS:BPM_D5625:PHASE_DRDREF,BDS_BBS:BPM_D5625:MAG_RATIO
564.909654,BDS_BTS:BPM_D5649,BDS_BTS:BPM_D5649:XPOS_RD,BDS_BTS:BPM_D5649:YPOS_RD,BDS_BTS:BPM_D5649:PHASE_RD,BDS_BTS:BPM_D5649:MAG_RD,BDS_BTS:BPM_D5649:XPOS_REF_RD,BDS_BTS:BPM_D5649:YPOS_REF_RD,BDS_BTS:BPM_D5649:PHASE_REF_RD,BDS_BTS:BPM_D5649:MAG_REF_RD,BDS_BTS:BPM_D5649:XPOS_DRDREF,BDS_BTS:BPM_D5649:YPOS_DRDREF,BDS_BTS:BPM_D5649:PHASE_DRDREF,BDS_BTS:BPM_D5649:MAG_RATIO
565.081901,BDS_BBS:BPM_D5653,BDS_BBS:BPM_D5653:XPOS_RD,BDS_BBS:BPM_D5653:YPOS_RD,BDS_BBS:BPM_D5653:PHASE_RD,BDS_BBS:BPM_D5653:MAG_RD,BDS_BBS:BPM_D5653:XPOS_REF_RD,BDS_BBS:BPM_D5653:YPOS_REF_RD,BDS_BBS:BPM_D5653:PHASE_REF_RD,BDS_BBS:BPM_D5653:MAG_REF_RD,BDS_BBS:BPM_D5653:XPOS_DRDREF,BDS_BBS:BPM_D5653:YPOS_DRDREF,BDS_BBS:BPM_D5653:PHASE_DRDREF,BDS_BBS:BPM_D5653:MAG_RATIO
567.805735,BDS_BBS:BPM_D5680,BDS_BBS:BPM_D5680:XPOS_RD,BDS_BBS:BPM_D5680:YPOS_RD,BDS_BBS:BPM_D5680:PHASE_RD,BDS_BBS:BPM_D5680:MAG_RD,BDS_BBS:BPM_D5680:XPOS_REF_RD,BDS_BBS:BPM_D5680:YPOS_REF_RD,BDS_BBS:BPM_D5680:PHASE_REF_RD,BDS_BBS:BPM_D5680:MAG_REF_RD,BDS_BBS:BPM_D5680:XPOS_DRDREF,BDS_BBS:BPM_D5680:YPOS_DRDREF,BDS_BBS:BPM_D5680:PHASE_DRDREF,BDS_BBS:BPM_D5680:MAG_RATIO
574.200794,BDS_FFS:BPM_D5742,BDS_FFS:BPM_D5742:XPOS_RD,BDS_FFS:BPM_D5742:YPOS_RD,BDS_FFS:BPM_D5742:PHASE_RD,BDS_FFS:BPM_D5742:MAG_RD,BDS_FFS:BPM_D5742:XPOS_REF_RD,BDS_FFS:BPM_D5742:YPOS_REF_RD,BDS_FFS:BPM_D5742:PHASE_REF_RD,BDS_FFS:BPM_D5742:MAG_REF_RD,BDS_FFS:BPM_D5742:XPOS_DRDREF,BDS_FFS:BPM_D5742:YPOS_DRDREF,BDS_FFS:BPM_D5742:PHASE_DRDREF,BDS_FFS:BPM_D5742:MAG_RATIO
577.215912,BDS_FFS:BPM_D5772,BDS_FFS:BPM_D5772:XPOS_RD,BDS_FFS:BPM_D5772:YPOS_RD,BDS_FFS:BPM_D5772:PHASE_RD,BDS_FFS:BPM_D5772:MAG_RD,BDS_FFS:BPM_D5772:XPOS_REF_RD,BDS_FFS:BPM_D5772:YPOS_REF_RD,BDS_FFS:BPM_D5772:PHASE_REF_RD,BDS_FFS:BPM_D5772:MAG_REF_RD,BDS_FFS:BPM_D5772:XPOS_DRDREF,BDS_FFS:BPM_D5772:YPOS_DRDREF,BDS_FFS:BPM_D5772:PHASE_DRDREF,BDS_FFS:BPM_D5772:MAG_RATIO
579.006246,BDS_FFS:BPM_D5790,BDS_FFS:BPM_D5790:XPOS_RD,BDS_FFS:BPM_D5790:YPOS_RD,BDS_FFS:BPM_D5790:PHASE_RD,BDS_FFS:BPM_D5790:MAG_RD,BDS_FFS:BPM_D5790:XPOS_REF_RD,BDS_FFS:BPM_D5790:YPOS_REF_RD,BDS_FFS:BPM_D5790:PHASE_REF_RD,BDS_FFS:BPM_D5790:MAG_REF_RD,BDS_FFS:BPM_D5790:XPOS_DRDREF,BDS_FFS:BPM_D5790:YPOS_DRDREF,BDS_FFS:BPM_D5790:PHASE_DRDREF,BDS_FFS:BPM_D5790:MAG_RATIO
580.311178,BDS_FFS:BPM_D5803,BDS_FFS:BPM_D5803:XPOS_RD,BDS_FFS:BPM_D5803:YPOS_RD,BDS_FFS:BPM_D5803:PHASE_RD,BDS_FFS:BPM_D5803:MAG_RD,BDS_FFS:BPM_D5803:XPOS_REF_RD,BDS_FFS:BPM_D5803:YPOS_REF_RD,BDS_FFS:BPM_D5803:PHASE_REF_RD,BDS_FFS:BPM_D5803:MAG_REF_RD,BDS_FFS:BPM_D5803:XPOS_DRDREF,BDS_FFS:BPM_D5803:YPOS_DRDREF,BDS_FFS:BPM_D5803:PHASE_DRDREF,BDS_FFS:BPM_D5803:MAG_RATIO
581.845821,BDS_FFS:BPM_D5818,BDS_FFS:BPM_D5818:XPOS_RD,BDS_FFS:BPM_D5818:YPOS_RD,BDS_FFS:BPM_D5818:PHASE_RD,BDS_FFS:BPM_D5818:MAG_RD,BDS_FFS:BPM_D5818:XPOS_REF_RD,BDS_FFS:BPM_D5818:YPOS_REF_RD,BDS_FFS:BPM_D5818:PHASE_REF_RD,BDS_FFS:BPM_D5818:MAG_REF_RD,BDS_FFS:BPM_D5818:XPOS_DRDREF,BDS_FFS:BPM_D5818:YPOS_DRDREF,BDS_FFS:BPM_D5818:PHASE_DRDREF,BDS_FFS:BPM_D5818:MAG_RATIO
