PV,elemIndex,elemPosition,elemLength,machine,elemName,elemHandle,elemField,elemType
V_1:LS1_CB01:SOL1_D1235:B_RSET,115,11.14420688,0.25,V_1,LS1_CB01:SOL1_D1235,readset,B,SOL
V_1:LS1_CB01:SOL1_D1235:B_RD,115,11.14420688,0.25,V_1,LS1_CB01:SOL1_D1235,readback,B,SOL
V_1:LS1_CB01:DCH_D1235:ANG_CSET,116,11.14420688,0.0,V_1,LS1_CB01:DCH_D1235,setpoint,ANG,HCOR
V_1:LS1_CB01:DCH_D1235:ANG_RSET,116,11.14420688,0.0,V_1,LS1_CB01:DCH_D1235,readset,ANG,HCOR
V_1:LS1_CB01:DCH_D1235:ANG_RD,116,11.14420688,0.0,V_1,LS1_CB01:DCH_D1235,readback,ANG,HCOR
V_1:LS1_CB01:DCV_D1235:ANG_CSET,117,11.14420688,0.0,V_1,LS1_CB01:DCV_D1235,setpoint,ANG,VCOR
V_1:LS1_CB01:DCV_D1235:ANG_RSET,117,11.14420688,0.0,V_1,LS1_CB01:DCV_D1235,readset,ANG,VCOR
V_1:LS1_CB01:DCV_D1235:ANG_RD,117,11.14420688,0.0,V_1,LS1_CB01:DCV_D1235,readback,ANG,VCOR
V_1:LS1_CB01:SOL1_D1235:B_CSET,118,11.39420688,0.25,V_1,LS1_CB01:SOL1_D1235,setpoint,B,SOL
V_1:LS1_CB01:SOL1_D1235:B_RSET,118,11.39420688,0.25,V_1,LS1_CB01:SOL1_D1235,readset,B,SOL
V_1:LS1_CB01:SOL1_D1235:B_RD,118,11.39420688,0.25,V_1,LS1_CB01:SOL1_D1235,readback,B,SOL
V_1:LS1_CB01:CAV2_D1241:PHA_CSET,121,11.86894538,0.3,V_1,LS1_CB01:CAV2_D1241,setpoint,PHA,CAV
V_1:LS1_CB01:CAV2_D1241:PHA_RSET,121,11.86894538,0.3,V_1,LS1_CB01:CAV2_D1241,readset,PHA,CAV
V_1:LS1_CB01:CAV2_D1241:PHA_RD,121,11.86894538,0.3,V_1,LS1_CB01:CAV2_D1241,readback,PHA,CAV
V_1:LS1_CB01:CAV2_D1241:AMPL_CSET,121,11.86894538,0.3,V_1,LS1_CB01:CAV2_D1241,setpoint,AMP,CAV
V_1:LS1_CB01:CAV2_D1241:AMPL_RSET,121,11.86894538,0.3,V_1,LS1_CB01:CAV2_D1241,readset,AMP,CAV
V_1:LS1_CB01:CAV2_D1241:AMPL_RD,121,11.86894538,0.3,V_1,LS1_CB01:CAV2_D1241,readback,AMP,CAV
V_1:LS1_CB01:CAV3_D1245:PHA_CSET,123,12.26663338,0.3,V_1,LS1_CB01:CAV3_D1245,setpoint,PHA,CAV
V_1:LS1_CB01:CAV3_D1245:PHA_RSET,123,12.26663338,0.3,V_1,LS1_CB01:CAV3_D1245,readset,PHA,CAV
V_1:LS1_CB01:CAV3_D1245:PHA_RD,123,12.26663338,0.3,V_1,LS1_CB01:CAV3_D1245,readback,PHA,CAV
V_1:LS1_CB01:CAV3_D1245:AMPL_CSET,123,12.26663338,0.3,V_1,LS1_CB01:CAV3_D1245,setpoint,AMP,CAV
V_1:LS1_CB01:CAV3_D1245:AMPL_RSET,123,12.26663338,0.3,V_1,LS1_CB01:CAV3_D1245,readset,AMP,CAV
V_1:LS1_CB01:CAV3_D1245:AMPL_RD,123,12.26663338,0.3,V_1,LS1_CB01:CAV3_D1245,readback,AMP,CAV
V_1:LS1_CB01:CAV4_D1249:PHA_CSET,125,12.66432138,0.3,V_1,LS1_CB01:CAV4_D1249,setpoint,PHA,CAV
V_1:LS1_CB01:CAV4_D1249:PHA_RSET,125,12.66432138,0.3,V_1,LS1_CB01:CAV4_D1249,readset,PHA,CAV
V_1:LS1_CB01:CAV4_D1249:PHA_RD,125,12.66432138,0.3,V_1,LS1_CB01:CAV4_D1249,readback,PHA,CAV
V_1:LS1_CB01:CAV4_D1249:AMPL_CSET,125,12.66432138,0.3,V_1,LS1_CB01:CAV4_D1249,setpoint,AMP,CAV
V_1:LS1_CB01:CAV4_D1249:AMPL_RSET,125,12.66432138,0.3,V_1,LS1_CB01:CAV4_D1249,readset,AMP,CAV
V_1:LS1_CB01:CAV4_D1249:AMPL_RD,125,12.66432138,0.3,V_1,LS1_CB01:CAV4_D1249,readback,AMP,CAV
V_1:LS1_CB01:BPM_D1251:X_RD,127,12.75991672,0.0,V_1,LS1_CB01:BPM_D1251,readback,X,BPM
V_1:LS1_CB01:BPM_D1251:Y_RD,127,12.75991672,0.0,V_1,LS1_CB01:BPM_D1251,readback,Y,BPM
V_1:LS1_CB01:BPM_D1251:PHA_RD,127,12.75991672,0.0,V_1,LS1_CB01:BPM_D1251,readback,PHA,BPM
V_1:LS1_CB01:BPM_D1251:ENG_RD,127,12.75991672,0.0,V_1,LS1_CB01:BPM_D1251,readback,ENG,BPM
V_1:LS1_CB01:SOL2_D1255:B_CSET,130,13.14193272,0.25,V_1,LS1_CB01:SOL2_D1255,setpoint,B,SOL
V_1:LS1_CB01:SOL2_D1255:B_RSET,130,13.14193272,0.25,V_1,LS1_CB01:SOL2_D1255,readset,B,SOL
V_1:LS1_CB01:SOL2_D1255:B_RD,130,13.14193272,0.25,V_1,LS1_CB01:SOL2_D1255,readback,B,SOL
V_1:LS1_CB01:DCH_D1255:ANG_CSET,131,13.14193272,0.0,V_1,LS1_CB01:DCH_D1255,setpoint,ANG,HCOR
V_1:LS1_CB01:DCH_D1255:ANG_RSET,131,13.14193272,0.0,V_1,LS1_CB01:DCH_D1255,readset,ANG,HCOR
V_1:LS1_CB01:DCH_D1255:ANG_RD,131,13.14193272,0.0,V_1,LS1_CB01:DCH_D1255,readback,ANG,HCOR
V_1:LS1_CB01:DCV_D1255:ANG_CSET,132,13.14193272,0.0,V_1,LS1_CB01:DCV_D1255,setpoint,ANG,VCOR
V_1:LS1_CB01:DCV_D1255:ANG_RSET,132,13.14193272,0.0,V_1,LS1_CB01:DCV_D1255,readset,ANG,VCOR
V_1:LS1_CB01:DCV_D1255:ANG_RD,132,13.14193272,0.0,V_1,LS1_CB01:DCV_D1255,readback,ANG,VCOR
V_1:LS1_CB01:SOL2_D1255:B_CSET,133,13.39193272,0.25,V_1,LS1_CB01:SOL2_D1255,setpoint,B,SOL
V_1:LS1_CB01:SOL2_D1255:B_RSET,133,13.39193272,0.25,V_1,LS1_CB01:SOL2_D1255,readset,B,SOL
V_1:LS1_CB01:SOL2_D1255:B_RD,133,13.39193272,0.25,V_1,LS1_CB01:SOL2_D1255,readback,B,SOL
V_1:LS1_CB01:CAV5_D1261:PHA_CSET,136,13.86667122,0.3,V_1,LS1_CB01:CAV5_D1261,setpoint,PHA,CAV
V_1:LS1_CB01:CAV5_D1261:PHA_RSET,136,13.86667122,0.3,V_1,LS1_CB01:CAV5_D1261,readset,PHA,CAV
V_1:LS1_CB01:CAV5_D1261:PHA_RD,136,13.86667122,0.3,V_1,LS1_CB01:CAV5_D1261,readback,PHA,CAV
V_1:LS1_CB01:CAV5_D1261:AMPL_CSET,136,13.86667122,0.3,V_1,LS1_CB01:CAV5_D1261,setpoint,AMP,CAV
V_1:LS1_CB01:CAV5_D1261:AMPL_RSET,136,13.86667122,0.3,V_1,LS1_CB01:CAV5_D1261,readset,AMP,CAV
V_1:LS1_CB01:CAV5_D1261:AMPL_RD,136,13.86667122,0.3,V_1,LS1_CB01:CAV5_D1261,readback,AMP,CAV
V_1:LS1_CB01:CAV6_D1265:PHA_CSET,138,14.26435922,0.3,V_1,LS1_CB01:CAV6_D1265,setpoint,PHA,CAV
V_1:LS1_CB01:CAV6_D1265:PHA_RSET,138,14.26435922,0.3,V_1,LS1_CB01:CAV6_D1265,readset,PHA,CAV
V_1:LS1_CB01:CAV6_D1265:PHA_RD,138,14.26435922,0.3,V_1,LS1_CB01:CAV6_D1265,readback,PHA,CAV
V_1:LS1_CB01:CAV6_D1265:AMPL_CSET,138,14.26435922,0.3,V_1,LS1_CB01:CAV6_D1265,setpoint,AMP,CAV
V_1:LS1_CB01:CAV6_D1265:AMPL_RSET,138,14.26435922,0.3,V_1,LS1_CB01:CAV6_D1265,readset,AMP,CAV
V_1:LS1_CB01:CAV6_D1265:AMPL_RD,138,14.26435922,0.3,V_1,LS1_CB01:CAV6_D1265,readback,AMP,CAV
V_1:LS1_CB01:CAV7_D1269:PHA_CSET,140,14.66204722,0.3,V_1,LS1_CB01:CAV7_D1269,setpoint,PHA,CAV
V_1:LS1_CB01:CAV7_D1269:PHA_RSET,140,14.66204722,0.3,V_1,LS1_CB01:CAV7_D1269,readset,PHA,CAV
V_1:LS1_CB01:CAV7_D1269:PHA_RD,140,14.66204722,0.3,V_1,LS1_CB01:CAV7_D1269,readback,PHA,CAV
V_1:LS1_CB01:CAV7_D1269:AMPL_CSET,140,14.66204722,0.3,V_1,LS1_CB01:CAV7_D1269,setpoint,AMP,CAV
V_1:LS1_CB01:CAV7_D1269:AMPL_RSET,140,14.66204722,0.3,V_1,LS1_CB01:CAV7_D1269,readset,AMP,CAV
V_1:LS1_CB01:CAV7_D1269:AMPL_RD,140,14.66204722,0.3,V_1,LS1_CB01:CAV7_D1269,readback,AMP,CAV
V_1:LS1_CB01:BPM_D1271:X_RD,142,14.75764256,0.0,V_1,LS1_CB01:BPM_D1271,readback,X,BPM
V_1:LS1_CB01:BPM_D1271:Y_RD,142,14.75764256,0.0,V_1,LS1_CB01:BPM_D1271,readback,Y,BPM
V_1:LS1_CB01:BPM_D1271:PHA_RD,142,14.75764256,0.0,V_1,LS1_CB01:BPM_D1271,readback,PHA,BPM
V_1:LS1_CB01:BPM_D1271:ENG_RD,142,14.75764256,0.0,V_1,LS1_CB01:BPM_D1271,readback,ENG,BPM
V_1:LS1_CB01:SOL3_D1275:B_CSET,145,15.13965856,0.25,V_1,LS1_CB01:SOL3_D1275,setpoint,B,SOL
V_1:LS1_CB01:SOL3_D1275:B_RSET,145,15.13965856,0.25,V_1,LS1_CB01:SOL3_D1275,readset,B,SOL
V_1:LS1_CB01:SOL3_D1275:B_RD,145,15.13965856,0.25,V_1,LS1_CB01:SOL3_D1275,readback,B,SOL
V_1:LS1_CB01:DCH_D1275:ANG_CSET,146,15.13965856,0.0,V_1,LS1_CB01:DCH_D1275,setpoint,ANG,HCOR
V_1:LS1_CB01:DCH_D1275:ANG_RSET,146,15.13965856,0.0,V_1,LS1_CB01:DCH_D1275,readset,ANG,HCOR
V_1:LS1_CB01:DCH_D1275:ANG_RD,146,15.13965856,0.0,V_1,LS1_CB01:DCH_D1275,readback,ANG,HCOR
V_1:LS1_CB01:DCV_D1275:ANG_CSET,147,15.13965856,0.0,V_1,LS1_CB01:DCV_D1275,setpoint,ANG,VCOR
V_1:LS1_CB01:DCV_D1275:ANG_RSET,147,15.13965856,0.0,V_1,LS1_CB01:DCV_D1275,readset,ANG,VCOR
V_1:LS1_CB01:DCV_D1275:ANG_RD,147,15.13965856,0.0,V_1,LS1_CB01:DCV_D1275,readback,ANG,VCOR
V_1:LS1_CB01:SOL3_D1275:B_CSET,148,15.38965856,0.25,V_1,LS1_CB01:SOL3_D1275,setpoint,B,SOL
V_1:LS1_CB01:SOL3_D1275:B_RSET,148,15.38965856,0.25,V_1,LS1_CB01:SOL3_D1275,readset,B,SOL
V_1:LS1_CB01:SOL3_D1275:B_RD,148,15.38965856,0.25,V_1,LS1_CB01:SOL3_D1275,readback,B,SOL
V_1:LS1_CB01:CAV8_D1281:PHA_CSET,151,15.86439706,0.3,V_1,LS1_CB01:CAV8_D1281,setpoint,PHA,CAV
V_1:LS1_CB01:CAV8_D1281:PHA_RSET,151,15.86439706,0.3,V_1,LS1_CB01:CAV8_D1281,readset,PHA,CAV
V_1:LS1_CB01:CAV8_D1281:PHA_RD,151,15.86439706,0.3,V_1,LS1_CB01:CAV8_D1281,readback,PHA,CAV
V_1:LS1_CB01:CAV8_D1281:AMPL_CSET,151,15.86439706,0.3,V_1,LS1_CB01:CAV8_D1281,setpoint,AMP,CAV
V_1:LS1_CB01:CAV8_D1281:AMPL_RSET,151,15.86439706,0.3,V_1,LS1_CB01:CAV8_D1281,readset,AMP,CAV
V_1:LS1_CB01:CAV8_D1281:AMPL_RD,151,15.86439706,0.3,V_1,LS1_CB01:CAV8_D1281,readback,AMP,CAV
V_1:LS1_WB01:BPM_D1286:X_RD,155,16.22770856,0.0,V_1,LS1_WB01:BPM_D1286,readback,X,BPM
V_1:LS1_WB01:BPM_D1286:Y_RD,155,16.22770856,0.0,V_1,LS1_WB01:BPM_D1286,readback,Y,BPM
V_1:LS1_WB01:BPM_D1286:PHA_RD,155,16.22770856,0.0,V_1,LS1_WB01:BPM_D1286,readback,PHA,BPM
V_1:LS1_WB01:BPM_D1286:ENG_RD,155,16.22770856,0.0,V_1,LS1_WB01:BPM_D1286,readback,ENG,BPM
V_1:LS1_WB01:PM_D1287:X_RD,157,16.30170856,0.0,V_1,LS1_WB01:PM_D1287,readback,X,PM
V_1:LS1_WB01:PM_D1287:Y_RD,157,16.30170856,0.0,V_1,LS1_WB01:PM_D1287,readback,Y,PM
V_1:LS1_WB01:PM_D1287:XRMS_RD,157,16.30170856,0.0,V_1,LS1_WB01:PM_D1287,readback,XRMS,PM
V_1:LS1_WB01:PM_D1287:YRMS_RD,157,16.30170856,0.0,V_1,LS1_WB01:PM_D1287,readback,YRMS,PM
V_1:LS1_CB02:CAV1_D1293:PHA_CSET,163,17.03902006,0.3,V_1,LS1_CB02:CAV1_D1293,setpoint,PHA,CAV
V_1:LS1_CB02:CAV1_D1293:PHA_RSET,163,17.03902006,0.3,V_1,LS1_CB02:CAV1_D1293,readset,PHA,CAV
V_1:LS1_CB02:CAV1_D1293:PHA_RD,163,17.03902006,0.3,V_1,LS1_CB02:CAV1_D1293,readback,PHA,CAV
V_1:LS1_CB02:CAV1_D1293:AMPL_CSET,163,17.03902006,0.3,V_1,LS1_CB02:CAV1_D1293,setpoint,AMP,CAV
V_1:LS1_CB02:CAV1_D1293:AMPL_RSET,163,17.03902006,0.3,V_1,LS1_CB02:CAV1_D1293,readset,AMP,CAV
V_1:LS1_CB02:CAV1_D1293:AMPL_RD,163,17.03902006,0.3,V_1,LS1_CB02:CAV1_D1293,readback,AMP,CAV
V_1:LS1_CB02:BPM_D1295:X_RD,165,17.1346154,0.0,V_1,LS1_CB02:BPM_D1295,readback,X,BPM
V_1:LS1_CB02:BPM_D1295:Y_RD,165,17.1346154,0.0,V_1,LS1_CB02:BPM_D1295,readback,Y,BPM
V_1:LS1_CB02:BPM_D1295:PHA_RD,165,17.1346154,0.0,V_1,LS1_CB02:BPM_D1295,readback,PHA,BPM
V_1:LS1_CB02:BPM_D1295:ENG_RD,165,17.1346154,0.0,V_1,LS1_CB02:BPM_D1295,readback,ENG,BPM
V_1:LS1_CB02:SOL1_D1299:B_CSET,168,17.5166314,0.25,V_1,LS1_CB02:SOL1_D1299,setpoint,B,SOL
V_1:LS1_CB02:SOL1_D1299:B_RSET,168,17.5166314,0.25,V_1,LS1_CB02:SOL1_D1299,readset,B,SOL
V_1:LS1_CB02:SOL1_D1299:B_RD,168,17.5166314,0.25,V_1,LS1_CB02:SOL1_D1299,readback,B,SOL
V_1:LS1_CB02:DCH_D1299:ANG_CSET,169,17.5166314,0.0,V_1,LS1_CB02:DCH_D1299,setpoint,ANG,HCOR
V_1:LS1_CB02:DCH_D1299:ANG_RSET,169,17.5166314,0.0,V_1,LS1_CB02:DCH_D1299,readset,ANG,HCOR
V_1:LS1_CB02:DCH_D1299:ANG_RD,169,17.5166314,0.0,V_1,LS1_CB02:DCH_D1299,readback,ANG,HCOR
V_1:LS1_CB02:DCV_D1299:ANG_CSET,170,17.5166314,0.0,V_1,LS1_CB02:DCV_D1299,setpoint,ANG,VCOR
V_1:LS1_CB02:DCV_D1299:ANG_RSET,170,17.5166314,0.0,V_1,LS1_CB02:DCV_D1299,readset,ANG,VCOR
V_1:LS1_CB02:DCV_D1299:ANG_RD,170,17.5166314,0.0,V_1,LS1_CB02:DCV_D1299,readback,ANG,VCOR
V_1:LS1_CB02:SOL1_D1299:B_CSET,171,17.7666314,0.25,V_1,LS1_CB02:SOL1_D1299,setpoint,B,SOL
V_1:LS1_CB02:SOL1_D1299:B_RSET,171,17.7666314,0.25,V_1,LS1_CB02:SOL1_D1299,readset,B,SOL
V_1:LS1_CB02:SOL1_D1299:B_RD,171,17.7666314,0.25,V_1,LS1_CB02:SOL1_D1299,readback,B,SOL
V_1:LS1_CB02:CAV2_D1305:PHA_CSET,174,18.2413699,0.3,V_1,LS1_CB02:CAV2_D1305,setpoint,PHA,CAV
V_1:LS1_CB02:CAV2_D1305:PHA_RSET,174,18.2413699,0.3,V_1,LS1_CB02:CAV2_D1305,readset,PHA,CAV
V_1:LS1_CB02:CAV2_D1305:PHA_RD,174,18.2413699,0.3,V_1,LS1_CB02:CAV2_D1305,readback,PHA,CAV
V_1:LS1_CB02:CAV2_D1305:AMPL_CSET,174,18.2413699,0.3,V_1,LS1_CB02:CAV2_D1305,setpoint,AMP,CAV
V_1:LS1_CB02:CAV2_D1305:AMPL_RSET,174,18.2413699,0.3,V_1,LS1_CB02:CAV2_D1305,readset,AMP,CAV
V_1:LS1_CB02:CAV2_D1305:AMPL_RD,174,18.2413699,0.3,V_1,LS1_CB02:CAV2_D1305,readback,AMP,CAV
V_1:LS1_CB02:CAV3_D1309:PHA_CSET,176,18.6390579,0.3,V_1,LS1_CB02:CAV3_D1309,setpoint,PHA,CAV
V_1:LS1_CB02:CAV3_D1309:PHA_RSET,176,18.6390579,0.3,V_1,LS1_CB02:CAV3_D1309,readset,PHA,CAV
V_1:LS1_CB02:CAV3_D1309:PHA_RD,176,18.6390579,0.3,V_1,LS1_CB02:CAV3_D1309,readback,PHA,CAV
V_1:LS1_CB02:CAV3_D1309:AMPL_CSET,176,18.6390579,0.3,V_1,LS1_CB02:CAV3_D1309,setpoint,AMP,CAV
V_1:LS1_CB02:CAV3_D1309:AMPL_RSET,176,18.6390579,0.3,V_1,LS1_CB02:CAV3_D1309,readset,AMP,CAV
V_1:LS1_CB02:CAV3_D1309:AMPL_RD,176,18.6390579,0.3,V_1,LS1_CB02:CAV3_D1309,readback,AMP,CAV
V_1:LS1_CB02:CAV4_D1313:PHA_CSET,178,19.0367459,0.3,V_1,LS1_CB02:CAV4_D1313,setpoint,PHA,CAV
V_1:LS1_CB02:CAV4_D1313:PHA_RSET,178,19.0367459,0.3,V_1,LS1_CB02:CAV4_D1313,readset,PHA,CAV
V_1:LS1_CB02:CAV4_D1313:PHA_RD,178,19.0367459,0.3,V_1,LS1_CB02:CAV4_D1313,readback,PHA,CAV
V_1:LS1_CB02:CAV4_D1313:AMPL_CSET,178,19.0367459,0.3,V_1,LS1_CB02:CAV4_D1313,setpoint,AMP,CAV
V_1:LS1_CB02:CAV4_D1313:AMPL_RSET,178,19.0367459,0.3,V_1,LS1_CB02:CAV4_D1313,readset,AMP,CAV
V_1:LS1_CB02:CAV4_D1313:AMPL_RD,178,19.0367459,0.3,V_1,LS1_CB02:CAV4_D1313,readback,AMP,CAV
V_1:LS1_CB02:BPM_D1315:X_RD,180,19.13234124,0.0,V_1,LS1_CB02:BPM_D1315,readback,X,BPM
V_1:LS1_CB02:BPM_D1315:Y_RD,180,19.13234124,0.0,V_1,LS1_CB02:BPM_D1315,readback,Y,BPM
V_1:LS1_CB02:BPM_D1315:PHA_RD,180,19.13234124,0.0,V_1,LS1_CB02:BPM_D1315,readback,PHA,BPM
V_1:LS1_CB02:BPM_D1315:ENG_RD,180,19.13234124,0.0,V_1,LS1_CB02:BPM_D1315,readback,ENG,BPM
V_1:LS1_CB02:SOL2_D1319:B_CSET,183,19.51435724,0.25,V_1,LS1_CB02:SOL2_D1319,setpoint,B,SOL
V_1:LS1_CB02:SOL2_D1319:B_RSET,183,19.51435724,0.25,V_1,LS1_CB02:SOL2_D1319,readset,B,SOL
V_1:LS1_CB02:SOL2_D1319:B_RD,183,19.51435724,0.25,V_1,LS1_CB02:SOL2_D1319,readback,B,SOL
V_1:LS1_CB02:DCH_D1319:ANG_CSET,184,19.51435724,0.0,V_1,LS1_CB02:DCH_D1319,setpoint,ANG,HCOR
V_1:LS1_CB02:DCH_D1319:ANG_RSET,184,19.51435724,0.0,V_1,LS1_CB02:DCH_D1319,readset,ANG,HCOR
V_1:LS1_CB02:DCH_D1319:ANG_RD,184,19.51435724,0.0,V_1,LS1_CB02:DCH_D1319,readback,ANG,HCOR
V_1:LS1_CB02:DCV_D1319:ANG_CSET,185,19.51435724,0.0,V_1,LS1_CB02:DCV_D1319,setpoint,ANG,VCOR
V_1:LS1_CB02:DCV_D1319:ANG_RSET,185,19.51435724,0.0,V_1,LS1_CB02:DCV_D1319,readset,ANG,VCOR
V_1:LS1_CB02:DCV_D1319:ANG_RD,185,19.51435724,0.0,V_1,LS1_CB02:DCV_D1319,readback,ANG,VCOR
V_1:LS1_CB02:SOL2_D1319:B_CSET,186,19.76435724,0.25,V_1,LS1_CB02:SOL2_D1319,setpoint,B,SOL
V_1:LS1_CB02:SOL2_D1319:B_RSET,186,19.76435724,0.25,V_1,LS1_CB02:SOL2_D1319,readset,B,SOL
V_1:LS1_CB02:SOL2_D1319:B_RD,186,19.76435724,0.25,V_1,LS1_CB02:SOL2_D1319,readback,B,SOL
V_1:LS1_CB02:CAV5_D1325:PHA_CSET,189,20.23909574,0.3,V_1,LS1_CB02:CAV5_D1325,setpoint,PHA,CAV
V_1:LS1_CB02:CAV5_D1325:PHA_RSET,189,20.23909574,0.3,V_1,LS1_CB02:CAV5_D1325,readset,PHA,CAV
V_1:LS1_CB02:CAV5_D1325:PHA_RD,189,20.23909574,0.3,V_1,LS1_CB02:CAV5_D1325,readback,PHA,CAV
V_1:LS1_CB02:CAV5_D1325:AMPL_CSET,189,20.23909574,0.3,V_1,LS1_CB02:CAV5_D1325,setpoint,AMP,CAV
V_1:LS1_CB02:CAV5_D1325:AMPL_RSET,189,20.23909574,0.3,V_1,LS1_CB02:CAV5_D1325,readset,AMP,CAV
V_1:LS1_CB02:CAV5_D1325:AMPL_RD,189,20.23909574,0.3,V_1,LS1_CB02:CAV5_D1325,readback,AMP,CAV
V_1:LS1_CB02:CAV6_D1329:PHA_CSET,191,20.63678374,0.3,V_1,LS1_CB02:CAV6_D1329,setpoint,PHA,CAV
V_1:LS1_CB02:CAV6_D1329:PHA_RSET,191,20.63678374,0.3,V_1,LS1_CB02:CAV6_D1329,readset,PHA,CAV
V_1:LS1_CB02:CAV6_D1329:PHA_RD,191,20.63678374,0.3,V_1,LS1_CB02:CAV6_D1329,readback,PHA,CAV
V_1:LS1_CB02:CAV6_D1329:AMPL_CSET,191,20.63678374,0.3,V_1,LS1_CB02:CAV6_D1329,setpoint,AMP,CAV
V_1:LS1_CB02:CAV6_D1329:AMPL_RSET,191,20.63678374,0.3,V_1,LS1_CB02:CAV6_D1329,readset,AMP,CAV
V_1:LS1_CB02:CAV6_D1329:AMPL_RD,191,20.63678374,0.3,V_1,LS1_CB02:CAV6_D1329,readback,AMP,CAV
V_1:LS1_CB02:CAV7_D1333:PHA_CSET,193,21.03447174,0.3,V_1,LS1_CB02:CAV7_D1333,setpoint,PHA,CAV
V_1:LS1_CB02:CAV7_D1333:PHA_RSET,193,21.03447174,0.3,V_1,LS1_CB02:CAV7_D1333,readset,PHA,CAV
V_1:LS1_CB02:CAV7_D1333:PHA_RD,193,21.03447174,0.3,V_1,LS1_CB02:CAV7_D1333,readback,PHA,CAV
V_1:LS1_CB02:CAV7_D1333:AMPL_CSET,193,21.03447174,0.3,V_1,LS1_CB02:CAV7_D1333,setpoint,AMP,CAV
V_1:LS1_CB02:CAV7_D1333:AMPL_RSET,193,21.03447174,0.3,V_1,LS1_CB02:CAV7_D1333,readset,AMP,CAV
V_1:LS1_CB02:CAV7_D1333:AMPL_RD,193,21.03447174,0.3,V_1,LS1_CB02:CAV7_D1333,readback,AMP,CAV
V_1:LS1_CB02:BPM_D1335:X_RD,195,21.13006708,0.0,V_1,LS1_CB02:BPM_D1335,readback,X,BPM
V_1:LS1_CB02:BPM_D1335:Y_RD,195,21.13006708,0.0,V_1,LS1_CB02:BPM_D1335,readback,Y,BPM
V_1:LS1_CB02:BPM_D1335:PHA_RD,195,21.13006708,0.0,V_1,LS1_CB02:BPM_D1335,readback,PHA,BPM
V_1:LS1_CB02:BPM_D1335:ENG_RD,195,21.13006708,0.0,V_1,LS1_CB02:BPM_D1335,readback,ENG,BPM
V_1:LS1_CB02:SOL3_D1339:B_CSET,198,21.51208308,0.25,V_1,LS1_CB02:SOL3_D1339,setpoint,B,SOL
V_1:LS1_CB02:SOL3_D1339:B_RSET,198,21.51208308,0.25,V_1,LS1_CB02:SOL3_D1339,readset,B,SOL
V_1:LS1_CB02:SOL3_D1339:B_RD,198,21.51208308,0.25,V_1,LS1_CB02:SOL3_D1339,readback,B,SOL
V_1:LS1_CB02:DCH_D1339:ANG_CSET,199,21.51208308,0.0,V_1,LS1_CB02:DCH_D1339,setpoint,ANG,HCOR
V_1:LS1_CB02:DCH_D1339:ANG_RSET,199,21.51208308,0.0,V_1,LS1_CB02:DCH_D1339,readset,ANG,HCOR
V_1:LS1_CB02:DCH_D1339:ANG_RD,199,21.51208308,0.0,V_1,LS1_CB02:DCH_D1339,readback,ANG,HCOR
V_1:LS1_CB02:DCV_D1339:ANG_CSET,200,21.51208308,0.0,V_1,LS1_CB02:DCV_D1339,setpoint,ANG,VCOR
V_1:LS1_CB02:DCV_D1339:ANG_RSET,200,21.51208308,0.0,V_1,LS1_CB02:DCV_D1339,readset,ANG,VCOR
V_1:LS1_CB02:DCV_D1339:ANG_RD,200,21.51208308,0.0,V_1,LS1_CB02:DCV_D1339,readback,ANG,VCOR
V_1:LS1_CB02:SOL3_D1339:B_CSET,201,21.76208308,0.25,V_1,LS1_CB02:SOL3_D1339,setpoint,B,SOL
V_1:LS1_CB02:SOL3_D1339:B_RSET,201,21.76208308,0.25,V_1,LS1_CB02:SOL3_D1339,readset,B,SOL
V_1:LS1_CB02:SOL3_D1339:B_RD,201,21.76208308,0.25,V_1,LS1_CB02:SOL3_D1339,readback,B,SOL
V_1:LS1_CB02:CAV8_D1345:PHA_CSET,204,22.23682158,0.3,V_1,LS1_CB02:CAV8_D1345,setpoint,PHA,CAV
V_1:LS1_CB02:CAV8_D1345:PHA_RSET,204,22.23682158,0.3,V_1,LS1_CB02:CAV8_D1345,readset,PHA,CAV
V_1:LS1_CB02:CAV8_D1345:PHA_RD,204,22.23682158,0.3,V_1,LS1_CB02:CAV8_D1345,readback,PHA,CAV
V_1:LS1_CB02:CAV8_D1345:AMPL_CSET,204,22.23682158,0.3,V_1,LS1_CB02:CAV8_D1345,setpoint,AMP,CAV
V_1:LS1_CB02:CAV8_D1345:AMPL_RSET,204,22.23682158,0.3,V_1,LS1_CB02:CAV8_D1345,readset,AMP,CAV
V_1:LS1_CB02:CAV8_D1345:AMPL_RD,204,22.23682158,0.3,V_1,LS1_CB02:CAV8_D1345,readback,AMP,CAV
V_1:LS1_WB02:BPM_D1350:X_RD,208,22.60013308,0.0,V_1,LS1_WB02:BPM_D1350,readback,X,BPM
V_1:LS1_WB02:BPM_D1350:Y_RD,208,22.60013308,0.0,V_1,LS1_WB02:BPM_D1350,readback,Y,BPM
V_1:LS1_WB02:BPM_D1350:PHA_RD,208,22.60013308,0.0,V_1,LS1_WB02:BPM_D1350,readback,PHA,BPM
V_1:LS1_WB02:BPM_D1350:ENG_RD,208,22.60013308,0.0,V_1,LS1_WB02:BPM_D1350,readback,ENG,BPM
V_1:LS1_WB02:PM_D1350:X_RD,210,22.67413308,0.0,V_1,LS1_WB02:PM_D1350,readback,X,PM
