PV,elemIndex,elemPosition,elemLength,machine,elemName,elemHandle,elemField,elemType
V_1:LS1_CB09:CAV2_D1751:PHA_RD,545,62.84834154,0.3,V_1,LS1_CB09:CAV2_D1751,readback,PHA,CAV
V_1:LS1_CB09:CAV2_D1751:AMPL_CSET,545,62.84834154,0.3,V_1,LS1_CB09:CAV2_D1751,setpoint,AMP,CAV
V_1:LS1_CB09:CAV2_D1751:AMPL_RSET,545,62.84834154,0.3,V_1,LS1_CB09:CAV2_D1751,readset,AMP,CAV
V_1:LS1_CB09:CAV2_D1751:AMPL_RD,545,62.84834154,0.3,V_1,LS1_CB09:CAV2_D1751,readback,AMP,CAV
V_1:LS1_CB09:CAV3_D1755:PHA_CSET,547,63.24602954,0.3,V_1,LS1_CB09:CAV3_D1755,setpoint,PHA,CAV
V_1:LS1_CB09:CAV3_D1755:PHA_RSET,547,63.24602954,0.3,V_1,LS1_CB09:CAV3_D1755,readset,PHA,CAV
V_1:LS1_CB09:CAV3_D1755:PHA_RD,547,63.24602954,0.3,V_1,LS1_CB09:CAV3_D1755,readback,PHA,CAV
V_1:LS1_CB09:CAV3_D1755:AMPL_CSET,547,63.24602954,0.3,V_1,LS1_CB09:CAV3_D1755,setpoint,AMP,CAV
V_1:LS1_CB09:CAV3_D1755:AMPL_RSET,547,63.24602954,0.3,V_1,LS1_CB09:CAV3_D1755,readset,AMP,CAV
V_1:LS1_CB09:CAV3_D1755:AMPL_RD,547,63.24602954,0.3,V_1,LS1_CB09:CAV3_D1755,readback,AMP,CAV
V_1:LS1_CB09:CAV4_D1759:PHA_CSET,549,63.64371754,0.3,V_1,LS1_CB09:CAV4_D1759,setpoint,PHA,CAV
V_1:LS1_CB09:CAV4_D1759:PHA_RSET,549,63.64371754,0.3,V_1,LS1_CB09:CAV4_D1759,readset,PHA,CAV
V_1:LS1_CB09:CAV4_D1759:PHA_RD,549,63.64371754,0.3,V_1,LS1_CB09:CAV4_D1759,readback,PHA,CAV
V_1:LS1_CB09:CAV4_D1759:AMPL_CSET,549,63.64371754,0.3,V_1,LS1_CB09:CAV4_D1759,setpoint,AMP,CAV
V_1:LS1_CB09:CAV4_D1759:AMPL_RSET,549,63.64371754,0.3,V_1,LS1_CB09:CAV4_D1759,readset,AMP,CAV
V_1:LS1_CB09:CAV4_D1759:AMPL_RD,549,63.64371754,0.3,V_1,LS1_CB09:CAV4_D1759,readback,AMP,CAV
V_1:LS1_CB09:BPM_D1761:X_RD,551,63.73931288,0.0,V_1,LS1_CB09:BPM_D1761,readback,X,BPM
V_1:LS1_CB09:BPM_D1761:Y_RD,551,63.73931288,0.0,V_1,LS1_CB09:BPM_D1761,readback,Y,BPM
V_1:LS1_CB09:BPM_D1761:PHA_RD,551,63.73931288,0.0,V_1,LS1_CB09:BPM_D1761,readback,PHA,BPM
V_1:LS1_CB09:BPM_D1761:ENG_RD,551,63.73931288,0.0,V_1,LS1_CB09:BPM_D1761,readback,ENG,BPM
V_1:LS1_CB09:SOL2_D1765:B_CSET,554,64.12132888,0.25,V_1,LS1_CB09:SOL2_D1765,setpoint,B,SOL
V_1:LS1_CB09:SOL2_D1765:B_RSET,554,64.12132888,0.25,V_1,LS1_CB09:SOL2_D1765,readset,B,SOL
V_1:LS1_CB09:SOL2_D1765:B_RD,554,64.12132888,0.25,V_1,LS1_CB09:SOL2_D1765,readback,B,SOL
V_1:LS1_CB09:DCH_D1765:ANG_CSET,555,64.12132888,0.0,V_1,LS1_CB09:DCH_D1765,setpoint,ANG,HCOR
V_1:LS1_CB09:DCH_D1765:ANG_RSET,555,64.12132888,0.0,V_1,LS1_CB09:DCH_D1765,readset,ANG,HCOR
V_1:LS1_CB09:DCH_D1765:ANG_RD,555,64.12132888,0.0,V_1,LS1_CB09:DCH_D1765,readback,ANG,HCOR
V_1:LS1_CB09:DCV_D1765:ANG_CSET,556,64.12132888,0.0,V_1,LS1_CB09:DCV_D1765,setpoint,ANG,VCOR
V_1:LS1_CB09:DCV_D1765:ANG_RSET,556,64.12132888,0.0,V_1,LS1_CB09:DCV_D1765,readset,ANG,VCOR
V_1:LS1_CB09:DCV_D1765:ANG_RD,556,64.12132888,0.0,V_1,LS1_CB09:DCV_D1765,readback,ANG,VCOR
V_1:LS1_CB09:SOL2_D1765:B_CSET,557,64.37132888,0.25,V_1,LS1_CB09:SOL2_D1765,setpoint,B,SOL
V_1:LS1_CB09:SOL2_D1765:B_RSET,557,64.37132888,0.25,V_1,LS1_CB09:SOL2_D1765,readset,B,SOL
V_1:LS1_CB09:SOL2_D1765:B_RD,557,64.37132888,0.25,V_1,LS1_CB09:SOL2_D1765,readback,B,SOL
V_1:LS1_CB09:CAV5_D1771:PHA_CSET,560,64.84606738,0.3,V_1,LS1_CB09:CAV5_D1771,setpoint,PHA,CAV
V_1:LS1_CB09:CAV5_D1771:PHA_RSET,560,64.84606738,0.3,V_1,LS1_CB09:CAV5_D1771,readset,PHA,CAV
V_1:LS1_CB09:CAV5_D1771:PHA_RD,560,64.84606738,0.3,V_1,LS1_CB09:CAV5_D1771,readback,PHA,CAV
V_1:LS1_CB09:CAV5_D1771:AMPL_CSET,560,64.84606738,0.3,V_1,LS1_CB09:CAV5_D1771,setpoint,AMP,CAV
V_1:LS1_CB09:CAV5_D1771:AMPL_RSET,560,64.84606738,0.3,V_1,LS1_CB09:CAV5_D1771,readset,AMP,CAV
V_1:LS1_CB09:CAV5_D1771:AMPL_RD,560,64.84606738,0.3,V_1,LS1_CB09:CAV5_D1771,readback,AMP,CAV
V_1:LS1_CB09:CAV6_D1775:PHA_CSET,562,65.24375538,0.3,V_1,LS1_CB09:CAV6_D1775,setpoint,PHA,CAV
V_1:LS1_CB09:CAV6_D1775:PHA_RSET,562,65.24375538,0.3,V_1,LS1_CB09:CAV6_D1775,readset,PHA,CAV
V_1:LS1_CB09:CAV6_D1775:PHA_RD,562,65.24375538,0.3,V_1,LS1_CB09:CAV6_D1775,readback,PHA,CAV
V_1:LS1_CB09:CAV6_D1775:AMPL_CSET,562,65.24375538,0.3,V_1,LS1_CB09:CAV6_D1775,setpoint,AMP,CAV
V_1:LS1_CB09:CAV6_D1775:AMPL_RSET,562,65.24375538,0.3,V_1,LS1_CB09:CAV6_D1775,readset,AMP,CAV
V_1:LS1_CB09:CAV6_D1775:AMPL_RD,562,65.24375538,0.3,V_1,LS1_CB09:CAV6_D1775,readback,AMP,CAV
V_1:LS1_CB09:CAV7_D1779:PHA_CSET,564,65.64144338,0.3,V_1,LS1_CB09:CAV7_D1779,setpoint,PHA,CAV
V_1:LS1_CB09:CAV7_D1779:PHA_RSET,564,65.64144338,0.3,V_1,LS1_CB09:CAV7_D1779,readset,PHA,CAV
V_1:LS1_CB09:CAV7_D1779:PHA_RD,564,65.64144338,0.3,V_1,LS1_CB09:CAV7_D1779,readback,PHA,CAV
V_1:LS1_CB09:CAV7_D1779:AMPL_CSET,564,65.64144338,0.3,V_1,LS1_CB09:CAV7_D1779,setpoint,AMP,CAV
V_1:LS1_CB09:CAV7_D1779:AMPL_RSET,564,65.64144338,0.3,V_1,LS1_CB09:CAV7_D1779,readset,AMP,CAV
V_1:LS1_CB09:CAV7_D1779:AMPL_RD,564,65.64144338,0.3,V_1,LS1_CB09:CAV7_D1779,readback,AMP,CAV
V_1:LS1_CB09:BPM_D1781:X_RD,566,65.73703872,0.0,V_1,LS1_CB09:BPM_D1781,readback,X,BPM
V_1:LS1_CB09:BPM_D1781:Y_RD,566,65.73703872,0.0,V_1,LS1_CB09:BPM_D1781,readback,Y,BPM
V_1:LS1_CB09:BPM_D1781:PHA_RD,566,65.73703872,0.0,V_1,LS1_CB09:BPM_D1781,readback,PHA,BPM
V_1:LS1_CB09:BPM_D1781:ENG_RD,566,65.73703872,0.0,V_1,LS1_CB09:BPM_D1781,readback,ENG,BPM
V_1:LS1_CB09:SOL3_D1785:B_CSET,569,66.11905472,0.25,V_1,LS1_CB09:SOL3_D1785,setpoint,B,SOL
V_1:LS1_CB09:SOL3_D1785:B_RSET,569,66.11905472,0.25,V_1,LS1_CB09:SOL3_D1785,readset,B,SOL
V_1:LS1_CB09:SOL3_D1785:B_RD,569,66.11905472,0.25,V_1,LS1_CB09:SOL3_D1785,readback,B,SOL
V_1:LS1_CB09:DCH_D1785:ANG_CSET,570,66.11905472,0.0,V_1,LS1_CB09:DCH_D1785,setpoint,ANG,HCOR
V_1:LS1_CB09:DCH_D1785:ANG_RSET,570,66.11905472,0.0,V_1,LS1_CB09:DCH_D1785,readset,ANG,HCOR
V_1:LS1_CB09:DCH_D1785:ANG_RD,570,66.11905472,0.0,V_1,LS1_CB09:DCH_D1785,readback,ANG,HCOR
V_1:LS1_CB09:DCV_D1785:ANG_CSET,571,66.11905472,0.0,V_1,LS1_CB09:DCV_D1785,setpoint,ANG,VCOR
V_1:LS1_CB09:DCV_D1785:ANG_RSET,571,66.11905472,0.0,V_1,LS1_CB09:DCV_D1785,readset,ANG,VCOR
V_1:LS1_CB09:DCV_D1785:ANG_RD,571,66.11905472,0.0,V_1,LS1_CB09:DCV_D1785,readback,ANG,VCOR
V_1:LS1_CB09:SOL3_D1785:B_CSET,572,66.36905472,0.25,V_1,LS1_CB09:SOL3_D1785,setpoint,B,SOL
V_1:LS1_CB09:SOL3_D1785:B_RSET,572,66.36905472,0.25,V_1,LS1_CB09:SOL3_D1785,readset,B,SOL
V_1:LS1_CB09:SOL3_D1785:B_RD,572,66.36905472,0.25,V_1,LS1_CB09:SOL3_D1785,readback,B,SOL
V_1:LS1_CB09:CAV8_D1791:PHA_CSET,575,66.84379322,0.3,V_1,LS1_CB09:CAV8_D1791,setpoint,PHA,CAV
V_1:LS1_CB09:CAV8_D1791:PHA_RSET,575,66.84379322,0.3,V_1,LS1_CB09:CAV8_D1791,readset,PHA,CAV
V_1:LS1_CB09:CAV8_D1791:PHA_RD,575,66.84379322,0.3,V_1,LS1_CB09:CAV8_D1791,readback,PHA,CAV
V_1:LS1_CB09:CAV8_D1791:AMPL_CSET,575,66.84379322,0.3,V_1,LS1_CB09:CAV8_D1791,setpoint,AMP,CAV
V_1:LS1_CB09:CAV8_D1791:AMPL_RSET,575,66.84379322,0.3,V_1,LS1_CB09:CAV8_D1791,readset,AMP,CAV
V_1:LS1_CB09:CAV8_D1791:AMPL_RD,575,66.84379322,0.3,V_1,LS1_CB09:CAV8_D1791,readback,AMP,CAV
V_1:LS1_WB09:BPM_D1796:X_RD,579,67.20710472,0.0,V_1,LS1_WB09:BPM_D1796,readback,X,BPM
V_1:LS1_WB09:BPM_D1796:Y_RD,579,67.20710472,0.0,V_1,LS1_WB09:BPM_D1796,readback,Y,BPM
V_1:LS1_WB09:BPM_D1796:PHA_RD,579,67.20710472,0.0,V_1,LS1_WB09:BPM_D1796,readback,PHA,BPM
V_1:LS1_WB09:BPM_D1796:ENG_RD,579,67.20710472,0.0,V_1,LS1_WB09:BPM_D1796,readback,ENG,BPM
V_1:LS1_CB10:CAV1_D1802:PHA_CSET,587,68.01841622,0.3,V_1,LS1_CB10:CAV1_D1802,setpoint,PHA,CAV
V_1:LS1_CB10:CAV1_D1802:PHA_RSET,587,68.01841622,0.3,V_1,LS1_CB10:CAV1_D1802,readset,PHA,CAV
V_1:LS1_CB10:CAV1_D1802:PHA_RD,587,68.01841622,0.3,V_1,LS1_CB10:CAV1_D1802,readback,PHA,CAV
V_1:LS1_CB10:CAV1_D1802:AMPL_CSET,587,68.01841622,0.3,V_1,LS1_CB10:CAV1_D1802,setpoint,AMP,CAV
V_1:LS1_CB10:CAV1_D1802:AMPL_RSET,587,68.01841622,0.3,V_1,LS1_CB10:CAV1_D1802,readset,AMP,CAV
V_1:LS1_CB10:CAV1_D1802:AMPL_RD,587,68.01841622,0.3,V_1,LS1_CB10:CAV1_D1802,readback,AMP,CAV
V_1:LS1_CB10:BPM_D1805:X_RD,589,68.11401156,0.0,V_1,LS1_CB10:BPM_D1805,readback,X,BPM
V_1:LS1_CB10:BPM_D1805:Y_RD,589,68.11401156,0.0,V_1,LS1_CB10:BPM_D1805,readback,Y,BPM
V_1:LS1_CB10:BPM_D1805:PHA_RD,589,68.11401156,0.0,V_1,LS1_CB10:BPM_D1805,readback,PHA,BPM
V_1:LS1_CB10:BPM_D1805:ENG_RD,589,68.11401156,0.0,V_1,LS1_CB10:BPM_D1805,readback,ENG,BPM
V_1:LS1_CB10:SOL1_D1809:B_CSET,592,68.49602756,0.25,V_1,LS1_CB10:SOL1_D1809,setpoint,B,SOL
V_1:LS1_CB10:SOL1_D1809:B_RSET,592,68.49602756,0.25,V_1,LS1_CB10:SOL1_D1809,readset,B,SOL
V_1:LS1_CB10:SOL1_D1809:B_RD,592,68.49602756,0.25,V_1,LS1_CB10:SOL1_D1809,readback,B,SOL
V_1:LS1_CB10:DCH_D1809:ANG_CSET,593,68.49602756,0.0,V_1,LS1_CB10:DCH_D1809,setpoint,ANG,HCOR
V_1:LS1_CB10:DCH_D1809:ANG_RSET,593,68.49602756,0.0,V_1,LS1_CB10:DCH_D1809,readset,ANG,HCOR
V_1:LS1_CB10:DCH_D1809:ANG_RD,593,68.49602756,0.0,V_1,LS1_CB10:DCH_D1809,readback,ANG,HCOR
V_1:LS1_CB10:DCV_D1809:ANG_CSET,594,68.49602756,0.0,V_1,LS1_CB10:DCV_D1809,setpoint,ANG,VCOR
V_1:LS1_CB10:DCV_D1809:ANG_RSET,594,68.49602756,0.0,V_1,LS1_CB10:DCV_D1809,readset,ANG,VCOR
V_1:LS1_CB10:DCV_D1809:ANG_RD,594,68.49602756,0.0,V_1,LS1_CB10:DCV_D1809,readback,ANG,VCOR
V_1:LS1_CB10:SOL1_D1809:B_CSET,595,68.74602756,0.25,V_1,LS1_CB10:SOL1_D1809,setpoint,B,SOL
V_1:LS1_CB10:SOL1_D1809:B_RSET,595,68.74602756,0.25,V_1,LS1_CB10:SOL1_D1809,readset,B,SOL
V_1:LS1_CB10:SOL1_D1809:B_RD,595,68.74602756,0.25,V_1,LS1_CB10:SOL1_D1809,readback,B,SOL
V_1:LS1_CB10:CAV2_D1814:PHA_CSET,598,69.22076606,0.3,V_1,LS1_CB10:CAV2_D1814,setpoint,PHA,CAV
V_1:LS1_CB10:CAV2_D1814:PHA_RSET,598,69.22076606,0.3,V_1,LS1_CB10:CAV2_D1814,readset,PHA,CAV
V_1:LS1_CB10:CAV2_D1814:PHA_RD,598,69.22076606,0.3,V_1,LS1_CB10:CAV2_D1814,readback,PHA,CAV
V_1:LS1_CB10:CAV2_D1814:AMPL_CSET,598,69.22076606,0.3,V_1,LS1_CB10:CAV2_D1814,setpoint,AMP,CAV
V_1:LS1_CB10:CAV2_D1814:AMPL_RSET,598,69.22076606,0.3,V_1,LS1_CB10:CAV2_D1814,readset,AMP,CAV
V_1:LS1_CB10:CAV2_D1814:AMPL_RD,598,69.22076606,0.3,V_1,LS1_CB10:CAV2_D1814,readback,AMP,CAV
V_1:LS1_CB10:CAV3_D1818:PHA_CSET,600,69.61845406,0.3,V_1,LS1_CB10:CAV3_D1818,setpoint,PHA,CAV
V_1:LS1_CB10:CAV3_D1818:PHA_RSET,600,69.61845406,0.3,V_1,LS1_CB10:CAV3_D1818,readset,PHA,CAV
V_1:LS1_CB10:CAV3_D1818:PHA_RD,600,69.61845406,0.3,V_1,LS1_CB10:CAV3_D1818,readback,PHA,CAV
V_1:LS1_CB10:CAV3_D1818:AMPL_CSET,600,69.61845406,0.3,V_1,LS1_CB10:CAV3_D1818,setpoint,AMP,CAV
V_1:LS1_CB10:CAV3_D1818:AMPL_RSET,600,69.61845406,0.3,V_1,LS1_CB10:CAV3_D1818,readset,AMP,CAV
V_1:LS1_CB10:CAV3_D1818:AMPL_RD,600,69.61845406,0.3,V_1,LS1_CB10:CAV3_D1818,readback,AMP,CAV
V_1:LS1_CB10:CAV4_D1822:PHA_CSET,602,70.01614206,0.3,V_1,LS1_CB10:CAV4_D1822,setpoint,PHA,CAV
V_1:LS1_CB10:CAV4_D1822:PHA_RSET,602,70.01614206,0.3,V_1,LS1_CB10:CAV4_D1822,readset,PHA,CAV
V_1:LS1_CB10:CAV4_D1822:PHA_RD,602,70.01614206,0.3,V_1,LS1_CB10:CAV4_D1822,readback,PHA,CAV
V_1:LS1_CB10:CAV4_D1822:AMPL_CSET,602,70.01614206,0.3,V_1,LS1_CB10:CAV4_D1822,setpoint,AMP,CAV
V_1:LS1_CB10:CAV4_D1822:AMPL_RSET,602,70.01614206,0.3,V_1,LS1_CB10:CAV4_D1822,readset,AMP,CAV
V_1:LS1_CB10:CAV4_D1822:AMPL_RD,602,70.01614206,0.3,V_1,LS1_CB10:CAV4_D1822,readback,AMP,CAV
V_1:LS1_CB10:BPM_D1825:X_RD,604,70.1117374,0.0,V_1,LS1_CB10:BPM_D1825,readback,X,BPM
V_1:LS1_CB10:BPM_D1825:Y_RD,604,70.1117374,0.0,V_1,LS1_CB10:BPM_D1825,readback,Y,BPM
V_1:LS1_CB10:BPM_D1825:PHA_RD,604,70.1117374,0.0,V_1,LS1_CB10:BPM_D1825,readback,PHA,BPM
V_1:LS1_CB10:BPM_D1825:ENG_RD,604,70.1117374,0.0,V_1,LS1_CB10:BPM_D1825,readback,ENG,BPM
V_1:LS1_CB10:SOL2_D1829:B_CSET,607,70.4937534,0.25,V_1,LS1_CB10:SOL2_D1829,setpoint,B,SOL
V_1:LS1_CB10:SOL2_D1829:B_RSET,607,70.4937534,0.25,V_1,LS1_CB10:SOL2_D1829,readset,B,SOL
V_1:LS1_CB10:SOL2_D1829:B_RD,607,70.4937534,0.25,V_1,LS1_CB10:SOL2_D1829,readback,B,SOL
V_1:LS1_CB10:DCH_D1829:ANG_CSET,608,70.4937534,0.0,V_1,LS1_CB10:DCH_D1829,setpoint,ANG,HCOR
V_1:LS1_CB10:DCH_D1829:ANG_RSET,608,70.4937534,0.0,V_1,LS1_CB10:DCH_D1829,readset,ANG,HCOR
V_1:LS1_CB10:DCH_D1829:ANG_RD,608,70.4937534,0.0,V_1,LS1_CB10:DCH_D1829,readback,ANG,HCOR
V_1:LS1_CB10:DCV_D1829:ANG_CSET,609,70.4937534,0.0,V_1,LS1_CB10:DCV_D1829,setpoint,ANG,VCOR
V_1:LS1_CB10:DCV_D1829:ANG_RSET,609,70.4937534,0.0,V_1,LS1_CB10:DCV_D1829,readset,ANG,VCOR
V_1:LS1_CB10:DCV_D1829:ANG_RD,609,70.4937534,0.0,V_1,LS1_CB10:DCV_D1829,readback,ANG,VCOR
V_1:LS1_CB10:SOL2_D1829:B_CSET,610,70.7437534,0.25,V_1,LS1_CB10:SOL2_D1829,setpoint,B,SOL
V_1:LS1_CB10:SOL2_D1829:B_RSET,610,70.7437534,0.25,V_1,LS1_CB10:SOL2_D1829,readset,B,SOL
V_1:LS1_CB10:SOL2_D1829:B_RD,610,70.7437534,0.25,V_1,LS1_CB10:SOL2_D1829,readback,B,SOL
V_1:LS1_CB10:CAV5_D1834:PHA_CSET,613,71.2184919,0.3,V_1,LS1_CB10:CAV5_D1834,setpoint,PHA,CAV
V_1:LS1_CB10:CAV5_D1834:PHA_RSET,613,71.2184919,0.3,V_1,LS1_CB10:CAV5_D1834,readset,PHA,CAV
V_1:LS1_CB10:CAV5_D1834:PHA_RD,613,71.2184919,0.3,V_1,LS1_CB10:CAV5_D1834,readback,PHA,CAV
V_1:LS1_CB10:CAV5_D1834:AMPL_CSET,613,71.2184919,0.3,V_1,LS1_CB10:CAV5_D1834,setpoint,AMP,CAV
V_1:LS1_CB10:CAV5_D1834:AMPL_RSET,613,71.2184919,0.3,V_1,LS1_CB10:CAV5_D1834,readset,AMP,CAV
V_1:LS1_CB10:CAV5_D1834:AMPL_RD,613,71.2184919,0.3,V_1,LS1_CB10:CAV5_D1834,readback,AMP,CAV
V_1:LS1_CB10:CAV6_D1838:PHA_CSET,615,71.6161799,0.3,V_1,LS1_CB10:CAV6_D1838,setpoint,PHA,CAV
V_1:LS1_CB10:CAV6_D1838:PHA_RSET,615,71.6161799,0.3,V_1,LS1_CB10:CAV6_D1838,readset,PHA,CAV
V_1:LS1_CB10:CAV6_D1838:PHA_RD,615,71.6161799,0.3,V_1,LS1_CB10:CAV6_D1838,readback,PHA,CAV
V_1:LS1_CB10:CAV6_D1838:AMPL_CSET,615,71.6161799,0.3,V_1,LS1_CB10:CAV6_D1838,setpoint,AMP,CAV
V_1:LS1_CB10:CAV6_D1838:AMPL_RSET,615,71.6161799,0.3,V_1,LS1_CB10:CAV6_D1838,readset,AMP,CAV
V_1:LS1_CB10:CAV6_D1838:AMPL_RD,615,71.6161799,0.3,V_1,LS1_CB10:CAV6_D1838,readback,AMP,CAV
V_1:LS1_CB10:CAV7_D1842:PHA_CSET,617,72.0138679,0.3,V_1,LS1_CB10:CAV7_D1842,setpoint,PHA,CAV
V_1:LS1_CB10:CAV7_D1842:PHA_RSET,617,72.0138679,0.3,V_1,LS1_CB10:CAV7_D1842,readset,PHA,CAV
V_1:LS1_CB10:CAV7_D1842:PHA_RD,617,72.0138679,0.3,V_1,LS1_CB10:CAV7_D1842,readback,PHA,CAV
V_1:LS1_CB10:CAV7_D1842:AMPL_CSET,617,72.0138679,0.3,V_1,LS1_CB10:CAV7_D1842,setpoint,AMP,CAV
V_1:LS1_CB10:CAV7_D1842:AMPL_RSET,617,72.0138679,0.3,V_1,LS1_CB10:CAV7_D1842,readset,AMP,CAV
V_1:LS1_CB10:CAV7_D1842:AMPL_RD,617,72.0138679,0.3,V_1,LS1_CB10:CAV7_D1842,readback,AMP,CAV
V_1:LS1_CB10:BPM_D1845:X_RD,619,72.10946324,0.0,V_1,LS1_CB10:BPM_D1845,readback,X,BPM
V_1:LS1_CB10:BPM_D1845:Y_RD,619,72.10946324,0.0,V_1,LS1_CB10:BPM_D1845,readback,Y,BPM
V_1:LS1_CB10:BPM_D1845:PHA_RD,619,72.10946324,0.0,V_1,LS1_CB10:BPM_D1845,readback,PHA,BPM
V_1:LS1_CB10:BPM_D1845:ENG_RD,619,72.10946324,0.0,V_1,LS1_CB10:BPM_D1845,readback,ENG,BPM
V_1:LS1_CB10:SOL3_D1849:B_CSET,622,72.49147924,0.25,V_1,LS1_CB10:SOL3_D1849,setpoint,B,SOL
V_1:LS1_CB10:SOL3_D1849:B_RSET,622,72.49147924,0.25,V_1,LS1_CB10:SOL3_D1849,readset,B,SOL
V_1:LS1_CB10:SOL3_D1849:B_RD,622,72.49147924,0.25,V_1,LS1_CB10:SOL3_D1849,readback,B,SOL
V_1:LS1_CB10:DCH_D1849:ANG_CSET,623,72.49147924,0.0,V_1,LS1_CB10:DCH_D1849,setpoint,ANG,HCOR
V_1:LS1_CB10:DCH_D1849:ANG_RSET,623,72.49147924,0.0,V_1,LS1_CB10:DCH_D1849,readset,ANG,HCOR
V_1:LS1_CB10:DCH_D1849:ANG_RD,623,72.49147924,0.0,V_1,LS1_CB10:DCH_D1849,readback,ANG,HCOR
V_1:LS1_CB10:DCV_D1849:ANG_CSET,624,72.49147924,0.0,V_1,LS1_CB10:DCV_D1849,setpoint,ANG,VCOR
V_1:LS1_CB10:DCV_D1849:ANG_RSET,624,72.49147924,0.0,V_1,LS1_CB10:DCV_D1849,readset,ANG,VCOR
V_1:LS1_CB10:DCV_D1849:ANG_RD,624,72.49147924,0.0,V_1,LS1_CB10:DCV_D1849,readback,ANG,VCOR
V_1:LS1_CB10:SOL3_D1849:B_CSET,625,72.74147924,0.25,V_1,LS1_CB10:SOL3_D1849,setpoint,B,SOL
V_1:LS1_CB10:SOL3_D1849:B_RSET,625,72.74147924,0.25,V_1,LS1_CB10:SOL3_D1849,readset,B,SOL
V_1:LS1_CB10:SOL3_D1849:B_RD,625,72.74147924,0.25,V_1,LS1_CB10:SOL3_D1849,readback,B,SOL
V_1:LS1_CB10:CAV8_D1854:PHA_CSET,628,73.21621774,0.3,V_1,LS1_CB10:CAV8_D1854,setpoint,PHA,CAV
V_1:LS1_CB10:CAV8_D1854:PHA_RSET,628,73.21621774,0.3,V_1,LS1_CB10:CAV8_D1854,readset,PHA,CAV
V_1:LS1_CB10:CAV8_D1854:PHA_RD,628,73.21621774,0.3,V_1,LS1_CB10:CAV8_D1854,readback,PHA,CAV
V_1:LS1_CB10:CAV8_D1854:AMPL_CSET,628,73.21621774,0.3,V_1,LS1_CB10:CAV8_D1854,setpoint,AMP,CAV
V_1:LS1_CB10:CAV8_D1854:AMPL_RSET,628,73.21621774,0.3,V_1,LS1_CB10:CAV8_D1854,readset,AMP,CAV
V_1:LS1_CB10:CAV8_D1854:AMPL_RD,628,73.21621774,0.3,V_1,LS1_CB10:CAV8_D1854,readback,AMP,CAV
V_1:LS1_WB10:BPM_D1860:X_RD,632,73.57952924,0.0,V_1,LS1_WB10:BPM_D1860,readback,X,BPM
V_1:LS1_WB10:BPM_D1860:Y_RD,632,73.57952924,0.0,V_1,LS1_WB10:BPM_D1860,readback,Y,BPM
V_1:LS1_WB10:BPM_D1860:PHA_RD,632,73.57952924,0.0,V_1,LS1_WB10:BPM_D1860,readback,PHA,BPM
V_1:LS1_WB10:BPM_D1860:ENG_RD,632,73.57952924,0.0,V_1,LS1_WB10:BPM_D1860,readback,ENG,BPM
V_1:LS1_CB11:CAV1_D1866:PHA_CSET,640,74.39084074,0.3,V_1,LS1_CB11:CAV1_D1866,setpoint,PHA,CAV
V_1:LS1_CB11:CAV1_D1866:PHA_RSET,640,74.39084074,0.3,V_1,LS1_CB11:CAV1_D1866,readset,PHA,CAV
V_1:LS1_CB11:CAV1_D1866:PHA_RD,640,74.39084074,0.3,V_1,LS1_CB11:CAV1_D1866,readback,PHA,CAV
V_1:LS1_CB11:CAV1_D1866:AMPL_CSET,640,74.39084074,0.3,V_1,LS1_CB11:CAV1_D1866,setpoint,AMP,CAV
V_1:LS1_CB11:CAV1_D1866:AMPL_RSET,640,74.39084074,0.3,V_1,LS1_CB11:CAV1_D1866,readset,AMP,CAV
V_1:LS1_CB11:CAV1_D1866:AMPL_RD,640,74.39084074,0.3,V_1,LS1_CB11:CAV1_D1866,readback,AMP,CAV
V_1:LS1_CB11:BPM_D1869:X_RD,642,74.48643608,0.0,V_1,LS1_CB11:BPM_D1869,readback,X,BPM
V_1:LS1_CB11:BPM_D1869:Y_RD,642,74.48643608,0.0,V_1,LS1_CB11:BPM_D1869,readback,Y,BPM
V_1:LS1_CB11:BPM_D1869:PHA_RD,642,74.48643608,0.0,V_1,LS1_CB11:BPM_D1869,readback,PHA,BPM
V_1:LS1_CB11:BPM_D1869:ENG_RD,642,74.48643608,0.0,V_1,LS1_CB11:BPM_D1869,readback,ENG,BPM
V_1:LS1_CB11:SOL1_D1872:B_CSET,645,74.86845208,0.25,V_1,LS1_CB11:SOL1_D1872,setpoint,B,SOL
V_1:LS1_CB11:SOL1_D1872:B_RSET,645,74.86845208,0.25,V_1,LS1_CB11:SOL1_D1872,readset,B,SOL
V_1:LS1_CB11:SOL1_D1872:B_RD,645,74.86845208,0.25,V_1,LS1_CB11:SOL1_D1872,readback,B,SOL
V_1:LS1_CB11:DCH_D1872:ANG_CSET,646,74.86845208,0.0,V_1,LS1_CB11:DCH_D1872,setpoint,ANG,HCOR
V_1:LS1_CB11:DCH_D1872:ANG_RSET,646,74.86845208,0.0,V_1,LS1_CB11:DCH_D1872,readset,ANG,HCOR
V_1:LS1_CB11:DCH_D1872:ANG_RD,646,74.86845208,0.0,V_1,LS1_CB11:DCH_D1872,readback,ANG,HCOR
V_1:LS1_CB11:DCV_D1872:ANG_CSET,647,74.86845208,0.0,V_1,LS1_CB11:DCV_D1872,setpoint,ANG,VCOR
V_1:LS1_CB11:DCV_D1872:ANG_RSET,647,74.86845208,0.0,V_1,LS1_CB11:DCV_D1872,readset,ANG,VCOR
