PV,elemField,elemHandle,elemIndex,elemLength,elemName,elemPosition,elemType,machine
V2:LS1_CA02:DCV_D1180:ANG_RD,ANG,readback,52,0.0,LS1_CA02:DCV_D1180,5.67573186,VCOR,V2,phyutil.sys.LS1,phyutil.sub.CA02,T_A,T_B
V2:LS1_CA02:CAV4_D1184:PHA_CSET,PHA,setpoint,55,0.24,LS1_CA02:CAV4_D1184,6.15912586,CAV,V2,phyutil.sys.LS1,phyutil.sub.CA02,T_A,T_B
V2:LS1_CA02:CAV4_D1184:PHA_RSET,PHA,readset,55,0.24,LS1_CA02:CAV4_D1184,6.15912586,CAV,V2,phyutil.sys.LS1,phyutil.sub.CA02,T_A,T_B
V2:LS1_CA02:CAV4_D1184:PHA_RD,PHA,readback,55,0.24,LS1_CA02:CAV4_D1184,6.15912586,CAV,V2,phyutil.sys.LS1,phyutil.sub.CA02,T_A,T_B
V2:LS1_CA02:CAV4_D1184:AMPL_CSET,AMP,setpoint,55,0.24,LS1_CA02:CAV4_D1184,6.15912586,CAV,V2,phyutil.sys.LS1,phyutil.sub.CA02,T_A,T_B
V2:LS1_CA02:CAV4_D1184:AMPL_RSET,AMP,readset,55,0.24,LS1_CA02:CAV4_D1184,6.15912586,CAV,V2,phyutil.sys.LS1,phyutil.sub.CA02,T_A,T_B
V2:LS1_CA02:CAV4_D1184:AMPL_RD,AMP,readback,55,0.24,LS1_CA02:CAV4_D1184,6.15912586,CAV,V2,phyutil.sys.LS1,phyutil.sub.CA02,T_A,T_B
V2:LS1_WA02:BPM_D1189:X_RD,X,readback,59,0.0,LS1_WA02:BPM_D1189,6.48218936,BPM,V2,phyutil.sys.LS1,phyutil.sub.WA02,T_A,T_B
V2:LS1_WA02:BPM_D1189:Y_RD,Y,readback,59,0.0,LS1_WA02:BPM_D1189,6.48218936,BPM,V2,phyutil.sys.LS1,phyutil.sub.WA02,T_A,T_B
V2:LS1_WA02:BPM_D1189:PHA_RD,PHA,readback,59,0.0,LS1_WA02:BPM_D1189,6.48218936,BPM,V2,phyutil.sys.LS1,phyutil.sub.WA02,T_A,T_B
V2:LS1_WA02:BPM_D1189:ENG_RD,ENG,readback,59,0.0,LS1_WA02:BPM_D1189,6.48218936,BPM,V2,phyutil.sys.LS1,phyutil.sub.WA02,T_A,T_B
V2:LS1_CA03:CAV1_D1194:PHA_CSET,PHA,setpoint,67,0.24,LS1_CA03:CAV1_D1194,7.19325286,CAV,V2,phyutil.sys.LS1,phyutil.sub.CA03,T_A,T_B
V2:LS1_CA03:CAV1_D1194:PHA_RSET,PHA,readset,67,0.24,LS1_CA03:CAV1_D1194,7.19325286,CAV,V2,phyutil.sys.LS1,phyutil.sub.CA03,T_A,T_B
V2:LS1_CA03:CAV1_D1194:PHA_RD,PHA,readback,67,0.24,LS1_CA03:CAV1_D1194,7.19325286,CAV,V2,phyutil.sys.LS1,phyutil.sub.CA03,T_A,T_B
V2:LS1_CA03:CAV1_D1194:AMPL_CSET,AMP,setpoint,67,0.24,LS1_CA03:CAV1_D1194,7.19325286,CAV,V2,phyutil.sys.LS1,phyutil.sub.CA03,T_A,T_B
V2:LS1_CA03:CAV1_D1194:AMPL_RSET,AMP,readset,67,0.24,LS1_CA03:CAV1_D1194,7.19325286,CAV,V2,phyutil.sys.LS1,phyutil.sub.CA03,T_A,T_B
V2:LS1_CA03:CAV1_D1194:AMPL_RD,AMP,readback,67,0.24,LS1_CA03:CAV1_D1194,7.19325286,CAV,V2,phyutil.sys.LS1,phyutil.sub.CA03,T_A,T_B
V2:LS1_CA03:BPM_D1196:X_RD,X,readback,70,0.0,LS1_CA03:BPM_D1196,7.2575162,BPM,V2,phyutil.sys.LS1,phyutil.sub.CA03,T_A,T_B
V2:LS1_CA03:BPM_D1196:Y_RD,Y,readback,70,0.0,LS1_CA03:BPM_D1196,7.2575162,BPM,V2,phyutil.sys.LS1,phyutil.sub.CA03,T_A,T_B
V2:LS1_CA03:BPM_D1196:PHA_RD,PHA,readback,70,0.0,LS1_CA03:BPM_D1196,7.2575162,BPM,V2,phyutil.sys.LS1,phyutil.sub.CA03,T_A,T_B
V2:LS1_CA03:BPM_D1196:ENG_RD,ENG,readback,70,0.0,LS1_CA03:BPM_D1196,7.2575162,BPM,V2,phyutil.sys.LS1,phyutil.sub.CA03,T_A,T_B
