PV,elemField,elemHandle,elemIndex,elemLength,elemName,elemPosition,elemType,machine,physicsName,physicsType
FE_LEBT:DCV_D0805:I_RD,ANG,readback,62,0.0,FE_LEBT:DCV_D0805,9.7458,VCOR,LIVE,vert. corrector magnet,C4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PM_D0808:X_RD,X,readback,66,0.0,FE_LEBT:PM_D0808,10.04468853,PM,LIVE,profile monitor (large fork),PM1,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PM_D0808:Y_RD,Y,readback,66,0.0,FE_LEBT:PM_D0808,10.04468853,PM,LIVE,profile monitor (large fork),PM1,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PM_D0808:XY_RD,XY,readback,66,0.0,FE_LEBT:PM_D0808,10.04468853,PM,LIVE,profile monitor (large fork),PM1,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PM_D0808:XRMS_RD,XRMS,readback,66,0.0,FE_LEBT:PM_D0808,10.04468853,PM,LIVE,profile monitor (large fork),PM1,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PM_D0808:YRMS_RD,YRMS,readback,66,0.0,FE_LEBT:PM_D0808,10.04468853,PM,LIVE,profile monitor (large fork),PM1,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PM_D0808:XYRMS_RD,XYRMS,readback,66,0.0,FE_LEBT:PM_D0808,10.04468853,PM,LIVE,profile monitor (large fork),PM1,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:SOLR_D0818:I_CSET,B,setpoint,74,0.4,FE_LEBT:SOLR_D0818,11.2653,SOL,LIVE,solenoid,SOL_S4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:SOLR_D0818:I_RSET,B,readset,74,0.4,FE_LEBT:SOLR_D0818,11.2653,SOL,LIVE,solenoid,SOL_S4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:SOLR_D0818:I_RD,B,readback,74,0.4,FE_LEBT:SOLR_D0818,11.2653,SOL,LIVE,solenoid,SOL_S4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:DCH_D0821:I_CSET,ANG,setpoint,76,0.0,FE_LEBT:DCH_D0821,11.38595,HCOR,LIVE,horiz. corrector magnet,C4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:DCH_D0821:I_RSET,ANG,readset,76,0.0,FE_LEBT:DCH_D0821,11.38595,HCOR,LIVE,horiz. corrector magnet,C4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
